# Task: sitting
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,42.50,0.50,8.33,3.30,16.50,2.60
250,42.75,0.83,13.50,1.12,17.25,0.83
500,42.25,0.43,12.00,0.00,19.00,0.82
750,42.50,0.50,4.50,2.50,18.00,0.00
1000,42.25,0.43,6.67,4.11,18.75,0.83
1250,42.00,0.00,9.33,2.05,17.00,1.41
1500,42.00,0.00,6.80,3.43,12.75,1.30
1750,42.00,0.00,12.33,0.47,11.33,0.47
2000,42.00,0.00,13.25,0.43,2.75,2.05
2250,42.00,0.00,10.75,1.64,6.00,0.00
2500,42.00,0.00,10.75,1.64,3.00,1.63
2750,42.00,0.00,12.00,0.71,5.00,2.74
3000,42.00,0.00,11.50,0.50,9.00,0.00
3250,42.00,0.00,12.00,0.00,8.75,1.48
3500,42.00,0.00,11.67,0.47,11.50,0.87
3750,42.25,0.43,14.00,0.71,12.00,0.00
4000,42.00,0.00,15.00,0.00,11.50,0.50
4250,42.25,0.43,14.75,0.83,12.75,0.83
4500,42.00,0.00,15.50,2.06,14.00,1.22
4750,42.25,0.43,13.67,1.89,11.67,2.05
5000,42.00,0.00,13.00,2.74,15.25,2.77
5250,42.00,0.00,14.25,1.30,15.67,0.94
5500,42.33,0.47,5.67,1.70,12.67,2.62
5750,42.25,0.43,11.25,1.30,3.25,1.79
6000,42.25,0.43,13.25,1.79,5.75,2.77
6250,42.00,0.00,13.00,1.41,9.00,2.55
6500,42.00,0.00,16.00,1.22,8.25,2.86
6750,41.50,0.87,14.75,1.92,7.25,1.79
7000,40.75,0.43,13.00,1.22,10.25,0.83
7250,41.50,0.50,16.50,1.12,8.00,1.58
7500,41.00,1.00,17.00,0.71,3.00,1.00
7750,41.00,0.71,15.00,0.00,6.75,3.19
8000,40.50,0.50,15.25,0.43,9.75,0.83
8250,40.50,0.50,15.00,0.00,8.33,0.47
8500,40.50,0.50,15.50,0.50,7.75,0.43
8750,40.67,0.47,17.00,1.00,7.00,1.41
9000,40.50,0.50,18.00,0.00,10.75,1.79
9250,40.33,0.47,19.00,1.41,14.75,2.17
9500,41.00,0.71,21.25,0.43,19.50,1.12
9750,41.20,0.98,21.80,0.40,20.75,0.43
10000,41.50,0.50,21.75,0.43,20.75,0.43
10250,40.67,0.94,21.33,0.47,20.75,0.43
10500,41.25,0.83,20.75,0.43,19.00,1.00
10750,40.75,0.83,17.00,1.58,12.67,2.49
11000,40.50,0.50,14.00,0.71,3.67,1.70
11250,40.75,0.83,15.25,0.43,9.00,1.87
11500,41.00,0.71,16.50,0.50,12.25,0.43
11750,40.50,0.50,15.33,0.47,11.00,0.82
12000,40.75,0.83,14.75,0.43,7.67,2.62
12250,40.75,0.43,14.50,0.50,4.75,1.30
12500,41.00,0.82,15.00,0.00,7.67,0.94
12750,41.33,0.47,19.33,1.25,6.25,1.64
13000,42.00,0.00,19.50,2.60,6.00,0.00
13250,42.00,0.00,18.50,0.50,10.00,3.24
13500,42.50,0.50,21.00,0.00,11.00,3.67
13750,42.00,0.00,19.33,2.05,8.50,0.50
14000,41.75,0.43,15.25,3.83,15.00,2.55
14250,41.50,0.50,10.00,0.00,17.50,0.50
14500,41.83,0.37,5.00,3.27,17.20,0.98
14750,42.00,0.00,12.50,2.87,18.67,0.94
15000,42.00,0.00,14.75,1.92,16.75,0.83
15250,42.00,0.00,15.00,0.82,13.50,1.50
15500,42.00,0.00,18.25,0.43,10.75,0.83
15750,42.00,0.00,15.00,3.67,7.75,4.09
16000,42.00,0.00,18.50,0.50,12.00,1.22
16250,42.25,0.43,19.50,0.50,10.00,0.82
16500,42.50,0.50,17.75,4.09,13.75,3.19
16750,42.25,0.43,20.00,1.73,10.25,3.03
17000,42.00,0.00,17.50,2.29,13.00,1.87
17250,42.00,0.00,13.00,0.82,14.25,0.83
17500,42.00,0.00,15.33,0.94,14.33,0.47
17750,41.50,0.50,18.25,0.43,14.75,0.43
18000,41.50,0.50,17.00,3.00,13.50,5.59
18250,41.50,0.50,18.00,0.00,8.33,5.19
18500,41.67,0.47,18.25,0.43,13.67,1.25
18750,41.75,0.43,15.75,0.43,14.67,1.25
19000,41.50,0.50,13.00,0.82,17.50,1.50
19250,41.67,0.47,11.50,0.50,18.75,0.83
19500,42.00,0.00,12.50,0.87,19.00,0.71
19750,42.00,0.00,15.25,0.43,17.33,0.94
20000,41.75,0.43,15.50,0.50,15.50,0.87
20250,42.00,0.00,11.00,3.00,11.50,4.72
20500,42.00,0.00,15.33,2.49,12.75,1.30
20750,42.00,0.00,15.33,0.47,9.00,1.41
21000,42.00,0.00,14.75,0.43,10.50,1.12
21250,42.00,0.00,14.67,0.47,11.67,0.47
21500,42.00,0.00,15.60,0.49,12.40,0.80
21750,42.00,0.00,17.67,0.47,12.00,0.00
22000,42.00,0.00,16.25,0.83,12.33,0.47
22250,42.00,0.00,16.00,0.71,12.00,0.00
22500,42.00,0.00,12.33,6.02,10.50,2.60
22750,42.00,0.00,16.75,0.43,13.33,1.25
23000,42.00,0.00,18.00,0.00,14.00,1.00
23250,42.00,0.00,17.25,0.43,15.00,0.00
23500,42.00,0.00,17.00,0.00,15.67,0.47
23750,42.00,0.00,17.00,0.71,15.75,0.43
24000,42.00,0.00,16.33,0.47,16.00,0.82
24250,42.00,0.00,16.00,0.00,16.50,0.50
24500,42.00,0.00,15.75,0.43,17.25,0.43
24750,42.00,0.00,15.50,0.50,18.00,0.00
25000,42.00,0.00,16.00,0.00,18.25,0.43
25250,42.00,0.00,15.00,0.00,18.00,0.00
25500,42.00,0.00,15.50,0.50,17.75,0.43
25750,42.00,0.00,16.00,0.71,18.25,0.43
26000,42.00,0.00,16.00,0.00,18.00,0.00
26250,42.00,0.00,15.25,0.43,18.00,0.00
26500,42.00,0.00,15.00,0.00,18.00,0.71
26750,42.00,0.00,14.67,0.47,17.75,0.43
27000,42.00,0.00,15.50,0.50,18.50,0.50
27250,42.00,0.00,14.00,0.00,18.67,0.47
27500,42.00,0.00,14.00,0.71,19.50,1.12
27750,42.00,0.00,12.75,0.43,19.00,0.82
28000,42.00,0.00,12.67,0.47,18.50,0.50
28250,42.00,0.00,12.25,0.43,18.25,0.43
28500,42.00,0.00,12.75,0.43,18.25,0.43
28750,42.00,0.00,13.25,0.43,18.50,0.50
29000,42.00,0.00,14.00,0.71,18.33,0.47
29250,42.00,0.00,14.25,0.83,19.00,0.71
29500,42.00,0.00,12.50,0.50,18.50,0.50
29750,42.00,0.00,12.67,0.47,18.33,0.47
30000,42.00,0.00,14.00,0.00,18.50,0.50
30250,42.00,0.00,11.75,0.43,18.67,0.94
30500,42.00,0.00,13.00,0.00,18.75,0.83
30750,42.00,0.00,13.25,0.43,18.75,0.43
31000,42.00,0.00,13.00,0.00,18.50,0.50
31250,42.00,0.00,14.75,0.43,18.00,0.00
31500,42.00,0.00,14.50,0.50,18.00,0.00
31750,42.00,0.00,14.00,0.00,17.75,0.43
32000,42.00,0.00,15.00,0.00,17.50,0.50
32250,42.00,0.00,15.00,0.00,17.75,0.43
32500,42.00,0.00,14.00,0.00,17.67,0.47
32750,42.00,0.00,14.00,0.00,17.50,0.50
33000,42.00,0.00,13.75,0.83,18.50,0.87
33250,42.00,0.00,15.50,3.04,20.00,0.82
33500,42.00,0.00,10.67,2.49,14.50,3.64
33750,42.00,0.00,13.50,1.66,6.75,0.83
34000,42.00,0.00,10.00,5.89,11.25,3.49
34250,41.00,0.71,13.50,1.12,19.00,1.22
34500,40.75,0.83,15.75,0.43,18.00,1.87
34750,40.50,0.50,15.00,0.00,13.25,0.83
35000,41.75,0.43,15.25,0.83,9.50,0.50
35250,42.00,0.00,6.33,4.50,13.00,3.56
35500,42.00,0.00,8.00,4.53,19.00,0.82
35750,42.25,0.43,14.25,0.83,18.50,0.50
36000,42.00,0.00,15.33,0.47,17.00,1.22
36250,42.00,0.00,17.00,0.71,13.50,1.12
36500,42.00,0.00,17.50,0.50,12.25,0.43
36750,42.00,0.00,14.75,0.43,14.00,1.58
37000,42.00,0.00,12.25,0.43,16.50,1.12
37250,42.00,0.00,12.00,0.00,17.75,0.43
37500,42.00,0.00,12.00,0.00,18.00,0.00
37750,42.00,0.00,12.00,0.00,18.00,0.00
38000,42.00,0.00,12.00,0.00,18.00,0.00
38250,42.00,0.00,11.75,0.43,18.25,0.43
38500,42.25,0.43,10.50,1.12,17.75,0.43
38750,42.00,0.00,13.00,0.00,10.50,2.69
39000,42.00,0.00,12.67,0.94,8.75,1.09
39250,42.00,0.00,5.33,4.19,10.00,2.35
39500,41.75,0.43,9.33,0.47,13.50,0.87
39750,41.75,0.43,10.00,2.12,10.67,1.25
40000,42.00,0.00,13.00,0.71,9.00,3.00
40250,42.00,0.00,10.25,0.43,15.25,1.48
40500,42.00,0.00,8.67,2.05,13.00,2.74
40750,42.00,0.00,10.75,0.43,11.50,1.12
41000,42.00,0.00,11.75,0.43,12.75,0.83
41250,42.00,0.00,10.67,0.50,13.50,1.12
41500,42.00,0.00,9.33,0.47,14.33,0.47
41750,42.00,0.00,9.50,0.50,15.00,0.71
42000,42.00,0.00,10.00,0.00,15.25,0.83
42250,42.00,0.00,9.50,0.50,16.00,0.71
42500,42.00,0.00,9.50,0.50,17.00,0.71
42750,42.00,0.00,10.00,1.00,16.00,0.82
43000,42.00,0.00,12.00,0.00,14.25,0.83
43250,42.00,0.00,11.50,0.50,14.25,0.83
43500,42.00,0.00,11.00,0.00,15.25,0.83
43750,42.00,0.00,11.25,0.43,14.75,0.83
44000,42.00,0.00,11.50,0.50,15.00,0.71
44250,42.00,0.00,11.00,0.00,15.00,1.00
44500,42.00,0.00,11.00,0.00,15.00,0.71
44750,42.00,0.00,11.00,0.00,14.67,0.47
45000,42.00,0.00,11.25,0.43,15.25,0.43
45250,42.00,0.00,11.00,0.00,15.33,0.94
45500,42.00,0.00,11.00,0.00,14.67,0.47
45750,42.00,0.00,10.75,0.43,15.00,1.00
46000,42.00,0.00,11.25,0.43,15.50,1.12
46250,42.00,0.00,11.50,0.50,15.00,0.00
46500,42.00,0.00,11.25,0.43,15.25,0.43
46750,42.00,0.00,10.75,0.43,15.50,0.50
47000,42.00,0.00,10.75,0.43,16.00,0.71
47250,42.00,0.00,11.50,0.50,15.00,0.00
47500,42.00,0.00,11.33,0.47,15.75,0.83
