# Task: sitting
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,42.00,0.00,21.00,0.00,15.00,1.00
250,42.00,0.00,21.00,0.00,18.00,0.00
500,42.00,0.00,20.75,0.43,17.75,0.43
750,42.00,0.00,20.25,0.43,18.25,1.09
1000,42.00,0.00,20.00,0.00,18.00,0.00
1250,42.00,0.00,20.80,0.40,18.50,0.50
1500,42.00,0.00,21.00,0.00,18.25,1.09
1750,42.00,0.00,20.25,0.43,18.50,0.50
2000,42.00,0.00,21.25,0.43,19.25,0.83
2250,42.00,0.00,21.00,0.00,17.00,1.41
2500,42.00,0.00,20.75,0.43,18.25,0.43
2750,42.00,0.00,20.75,0.43,19.00,1.00
3000,42.00,0.00,20.00,0.00,18.00,0.00
3250,42.00,0.00,20.60,0.49,18.20,0.98
3500,42.00,0.00,20.75,0.43,18.75,0.83
3750,42.00,0.00,20.67,0.47,20.00,0.82
4000,42.00,0.00,20.75,0.43,18.75,1.48
4250,42.00,0.00,21.00,0.00,17.33,0.47
4500,42.00,0.00,21.00,0.00,15.67,0.47
4750,42.00,0.00,19.00,1.22,17.00,1.41
5000,42.00,0.00,18.00,0.00,17.00,0.71
5250,42.00,0.00,18.00,0.00,18.25,0.83
5500,42.00,0.00,18.00,0.00,17.75,0.43
5750,42.00,0.00,18.00,0.00,16.67,0.47
6000,42.00,0.00,18.00,0.00,16.67,1.70
6250,42.00,0.00,18.00,0.00,17.75,0.43
6500,42.00,0.00,18.00,0.00,18.25,0.43
6750,42.00,0.00,17.33,0.47,18.00,0.00
7000,42.00,0.00,18.25,0.43,19.25,0.83
7250,42.00,0.00,20.25,0.43,19.50,1.12
7500,42.00,0.00,20.25,1.30,17.25,1.30
7750,42.00,0.00,21.00,0.00,18.50,0.50
8000,42.00,0.00,20.75,0.43,17.25,0.83
8250,42.00,0.00,19.00,0.00,16.33,0.94
8500,42.00,0.00,17.33,0.47,15.50,2.29
8750,42.00,0.00,17.25,0.83,21.25,1.92
9000,42.00,0.00,16.33,0.47,24.33,1.25
9250,42.00,0.00,18.75,0.83,26.25,0.83
9500,42.00,0.00,21.00,0.00,27.00,0.71
9750,42.00,0.00,22.25,0.43,27.00,0.00
10000,42.00,0.00,23.50,0.50,27.33,0.47
10250,41.50,0.50,23.00,1.22,24.50,2.18
10500,41.50,0.50,15.00,2.12,19.00,0.71
10750,41.50,0.50,21.00,0.71,15.50,2.06
11000,42.00,0.00,20.25,0.83,7.50,3.64
11250,42.25,0.43,21.75,0.83,11.75,3.70
11500,42.33,0.47,21.00,0.00,11.33,1.70
11750,43.25,0.83,20.50,0.50,6.50,1.66
12000,44.33,0.47,16.50,1.50,6.00,0.00
12250,44.50,0.50,11.00,1.00,4.00,1.41
12500,44.50,0.50,15.75,1.48,5.00,0.00
12750,44.50,0.50,20.25,1.30,7.00,3.46
13000,44.50,0.50,21.00,0.00,7.00,1.00
13250,44.00,0.71,20.25,0.83,10.67,1.89
13500,43.00,1.00,18.00,0.00,6.50,2.50
13750,42.25,0.43,17.25,0.43,12.25,0.43
14000,42.33,0.47,17.00,0.00,12.00,0.00
14250,42.00,0.00,18.00,0.00,9.50,3.77
14500,43.00,0.00,18.50,0.87,6.75,2.59
14750,44.00,0.00,21.00,0.00,9.50,1.12
15000,43.50,0.50,21.00,0.00,4.67,1.70
15250,44.00,0.00,21.25,0.43,1.00,0.00
15500,43.75,0.43,21.25,0.43,8.00,0.00
15750,43.50,0.50,21.00,0.00,10.50,1.66
