# Task: sitting
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,33.00,0.00,11.75,0.43,14.67,0.47
250,33.75,1.30,13.75,1.09,14.50,1.12
500,36.00,0.00,12.25,0.43,16.50,0.87
750,36.00,0.00,12.00,0.00,15.50,0.50
1000,36.00,0.00,11.75,0.43,15.75,0.83
1250,36.00,0.00,10.25,1.09,16.00,0.71
1500,36.00,0.00,9.00,0.00,15.75,0.83
1750,36.00,0.00,9.75,0.83,14.75,0.43
2000,36.00,0.00,10.25,1.30,15.00,0.00
2250,36.00,0.00,11.50,1.50,13.00,1.22
2500,36.00,0.00,12.67,0.94,15.67,0.94
2750,36.00,0.00,12.00,0.00,13.33,0.94
3000,36.00,0.00,12.25,0.43,13.25,1.30
3250,36.00,0.00,12.00,0.00,14.25,0.83
3500,36.00,0.00,11.25,0.43,15.00,0.00
3750,36.00,0.00,11.50,0.50,16.00,0.82
4000,36.00,0.00,11.25,0.83,14.75,0.43
4250,36.00,0.00,11.25,0.43,15.75,1.48
4500,36.00,0.00,10.67,0.94,16.50,0.50
4750,36.00,0.00,10.00,0.82,15.75,0.83
5000,36.00,0.00,9.25,0.43,15.00,0.00
5250,36.00,0.00,10.00,1.00,14.75,0.43
5500,36.00,0.00,9.25,1.79,17.00,1.22
5750,36.00,0.00,11.25,0.83,18.00,0.00
6000,36.25,0.43,16.75,2.17,16.25,1.09
6250,36.00,0.00,15.00,0.71,15.00,1.22
6500,33.50,1.50,13.00,1.41,17.75,2.28
6750,33.75,1.30,8.33,1.70,15.67,0.47
7000,33.00,0.00,9.00,2.16,12.00,0.00
7250,36.00,0.00,14.50,1.12,9.33,2.49
7500,36.50,0.50,13.00,1.22,16.25,1.30
7750,36.25,0.43,13.75,1.30,17.25,1.30
8000,36.00,0.00,13.00,1.58,12.00,2.45
8250,36.00,0.00,15.50,0.50,12.00,0.00
8500,36.00,0.00,10.50,2.96,8.67,0.94
8750,36.20,0.40,6.00,4.55,10.00,4.52
9000,36.00,0.00,11.00,0.82,12.00,0.00
9250,36.00,0.00,13.25,0.43,11.50,0.50
9500,36.00,0.00,10.00,2.12,10.00,1.22
9750,36.00,0.00,10.50,1.50,11.00,1.41
10000,36.00,0.00,9.25,0.43,11.25,1.30
10250,36.00,0.00,7.25,3.11,11.50,1.80
10500,36.00,0.00,6.50,3.50,10.50,1.66
10750,36.00,0.00,2.50,0.50,12.00,0.00
11000,36.00,0.00,1.50,0.50,12.20,0.40
11250,36.00,0.00,6.50,2.50,11.50,0.50
11500,36.50,0.50,10.00,0.00,11.25,0.83
11750,36.25,0.43,10.50,2.06,10.50,1.12
12000,36.00,0.00,9.75,0.83,11.00,0.82
12250,36.25,0.43,14.00,1.00,11.00,1.22
12500,36.00,0.00,12.67,0.47,13.50,1.12
12750,36.50,0.87,13.50,1.12,12.00,0.71
13000,36.25,0.43,15.25,0.43,13.50,1.12
13250,36.50,0.50,12.50,1.12,15.25,0.83
13500,36.00,0.00,13.67,1.25,15.67,0.94
13750,36.50,0.50,12.25,0.43,17.25,0.83
14000,37.33,0.94,11.50,0.87,19.33,0.94
14250,36.50,0.50,12.00,0.00,19.50,0.50
14500,36.33,0.47,12.67,0.47,20.75,0.43
14750,36.50,0.50,12.00,0.00,20.50,0.50
15000,36.50,0.50,12.25,0.43,18.25,0.43
15250,37.00,1.00,12.50,0.87,18.25,0.43
15500,36.50,0.50,13.00,0.71,18.25,0.43
15750,37.00,1.00,15.00,0.00,18.00,0.00
16000,36.67,0.75,14.00,0.89,18.80,0.75
16250,36.67,0.47,10.67,0.47,19.00,0.00
16500,36.33,0.47,7.75,2.95,19.67,0.47
16750,36.00,0.00,13.50,1.12,20.25,1.30
17000,36.25,0.43,13.75,0.83,21.00,0.00
17250,36.33,0.47,13.25,0.43,21.00,0.00
17500,36.20,0.40,12.00,0.00,20.60,0.49
17750,36.67,0.47,11.75,0.43,19.67,0.47
18000,36.25,0.43,10.50,0.50,17.50,0.50
18250,36.33,0.47,8.33,0.94,17.25,0.43
18500,36.60,0.49,8.60,1.62,15.00,0.71
18750,36.33,0.47,11.33,1.70,13.25,0.83
19000,36.50,0.50,12.00,0.00,11.00,0.82
19250,36.50,0.50,14.50,0.87,11.00,0.71
19500,36.50,0.50,14.00,1.00,13.00,2.55
19750,36.50,0.50,14.00,0.71,16.25,0.83
20000,37.00,1.00,13.50,1.12,17.50,0.50
20250,36.75,0.83,12.00,0.00,18.75,1.30
20500,36.00,0.00,12.00,0.00,19.33,1.25
20750,36.00,0.00,8.50,2.69,21.00,0.00
21000,35.50,0.50,4.33,1.70,21.50,0.50
21250,34.50,1.50,7.75,1.09,21.75,0.83
21500,33.00,0.00,4.50,1.50,22.25,0.83
21750,34.00,1.41,11.00,1.41,21.00,0.00
22000,36.00,0.00,12.00,0.00,20.25,0.83
22250,35.25,1.30,11.25,0.43,19.75,0.83
22500,36.00,0.00,11.25,0.43,19.00,0.71
22750,36.00,0.00,10.75,0.43,18.25,0.43
23000,36.00,0.00,10.00,0.82,18.25,0.43
23250,36.00,0.00,9.25,0.43,18.25,1.09
23500,36.00,0.00,11.67,1.25,18.67,0.94
23750,36.00,0.00,11.67,0.47,18.33,0.47
24000,35.25,1.30,12.00,0.00,19.00,0.82
24250,35.33,0.94,10.50,1.50,19.67,0.47
24500,36.00,0.00,8.00,1.22,18.00,0.00
24750,35.00,1.41,10.33,2.49,14.50,1.50
25000,35.25,1.30,12.75,0.83,15.00,0.00
25250,36.00,0.00,11.75,0.43,8.50,0.50
25500,36.00,0.00,9.75,0.43,11.25,1.30
25750,36.00,0.00,10.00,0.82,12.67,0.94
26000,36.50,0.50,9.33,1.25,9.67,1.25
