# Task: sitting
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,30.25,0.43,20.75,0.43,20.50,0.50
250,30.00,0.00,21.00,0.00,21.00,0.00
500,30.00,0.00,21.00,0.00,21.00,0.00
750,30.00,0.00,21.00,0.00,21.00,0.00
1000,30.00,0.00,21.25,0.43,21.00,0.00
1250,30.00,0.00,21.00,0.00,19.75,1.09
1500,30.00,0.00,20.67,0.47,20.67,0.47
1750,30.00,0.00,20.75,0.43,20.50,0.50
2000,30.00,0.00,20.75,0.43,21.00,0.00
2250,30.00,0.00,21.00,0.00,21.25,0.43
2500,30.00,0.00,21.00,0.00,21.00,0.00
2750,30.25,0.43,21.75,0.83,20.50,0.50
3000,30.25,0.43,22.50,0.50,19.50,1.12
3250,30.25,0.43,21.50,0.50,19.50,0.87
3500,30.00,0.00,21.00,0.00,18.75,0.83
3750,30.00,0.00,21.00,0.00,18.33,0.47
4000,30.25,0.43,21.00,0.00,20.50,0.50
4250,30.25,0.43,21.00,0.00,20.25,0.83
4500,30.33,0.47,21.00,0.00,21.00,0.00
4750,30.50,0.50,21.00,0.00,20.00,1.22
5000,30.00,0.00,21.00,0.00,19.25,1.09
5250,30.00,0.00,21.00,0.00,20.75,0.43
5500,30.25,0.43,21.00,0.00,20.50,0.50
5750,30.00,0.00,21.25,0.43,19.50,1.12
6000,30.00,0.00,21.00,0.00,21.25,0.83
6250,30.25,0.43,21.25,0.43,21.25,0.43
6500,30.00,0.00,21.00,0.00,21.00,0.00
6750,30.00,0.00,19.25,1.30,21.75,0.83
7000,30.00,0.00,18.00,0.00,22.00,0.82
7250,30.00,0.00,18.75,0.83,21.50,0.50
7500,30.25,0.43,18.50,0.50,21.00,0.00
7750,30.25,0.43,19.50,0.87,20.50,0.50
8000,30.00,0.00,21.00,0.00,20.67,0.47
8250,30.00,0.00,21.00,0.00,19.40,1.02
8500,30.00,0.00,20.50,0.50,19.00,0.82
8750,30.00,0.00,20.00,0.82,20.25,1.30
9000,30.00,0.00,19.25,0.43,20.50,0.50
9250,30.00,0.00,20.75,0.43,20.50,0.50
9500,30.00,0.00,21.00,0.00,19.00,0.71
9750,30.50,0.50,20.25,0.43,18.50,0.50
10000,30.50,0.50,20.00,0.00,18.67,0.94
10250,30.25,0.43,21.00,0.00,20.75,0.43
10500,30.00,0.00,21.00,0.00,21.25,0.43
10750,29.75,0.43,21.50,0.50,20.25,1.30
11000,29.33,0.94,21.00,0.00,18.67,0.47
11250,30.00,0.00,21.00,0.00,18.00,0.00
11500,30.00,0.00,20.75,0.43,17.75,1.09
11750,30.00,0.00,21.00,0.00,16.75,1.09
12000,30.00,0.00,21.25,0.43,16.50,0.50
12250,30.00,0.00,21.25,0.43,15.25,0.43
12500,30.00,0.00,21.00,0.00,17.50,1.50
12750,30.00,0.00,22.00,0.71,18.50,0.50
13000,28.75,0.83,21.25,0.43,19.25,1.30
13250,30.00,0.00,21.25,0.43,20.75,0.43
13500,30.00,0.00,21.25,0.43,21.00,0.00
13750,30.00,0.00,21.00,0.00,20.75,0.43
14000,30.00,0.00,21.00,0.00,20.67,0.47
14250,30.00,0.00,21.25,0.43,20.25,0.43
14500,30.00,0.00,20.50,0.50,20.00,0.82
14750,30.00,0.00,20.33,0.47,21.00,0.00
15000,30.00,0.00,20.75,0.43,20.50,0.50
15250,30.00,0.00,20.50,0.87,21.25,0.43
15500,30.00,0.00,21.00,0.00,21.00,0.00
15750,30.00,0.00,21.00,0.00,20.50,0.50
16000,30.25,0.43,21.25,0.43,20.00,0.71
16250,30.00,0.00,21.00,0.00,19.25,1.09
16500,30.00,0.00,21.00,0.00,19.25,0.83
16750,30.00,0.00,21.00,0.00,18.00,0.00
17000,30.00,0.00,22.00,0.71,19.00,0.71
17250,30.00,0.00,21.50,0.50,21.00,0.00
17500,30.00,0.00,21.00,0.00,21.25,0.43
17750,30.00,0.00,21.00,0.00,21.00,0.71
18000,30.00,0.00,21.33,0.47,20.00,0.71
18250,30.00,0.00,21.33,0.47,20.50,0.50
18500,30.00,0.00,21.00,0.00,20.75,0.43
18750,30.00,0.00,19.00,1.22,20.75,0.83
19000,30.00,0.00,20.25,0.43,21.00,0.00
19250,30.00,0.00,21.00,0.00,21.25,0.43
19500,30.00,0.00,20.50,0.50,21.50,0.50
19750,30.00,0.00,20.67,0.47,21.33,0.47
20000,30.00,0.00,20.75,0.43,21.25,0.43
20250,30.00,0.00,20.75,0.43,21.00,0.00
20500,30.00,0.00,19.75,0.83,20.50,0.50
20750,30.00,0.00,21.00,0.00,20.67,0.47
21000,30.00,0.00,21.00,0.00,20.50,0.50
21250,30.00,0.00,21.00,0.00,20.50,0.50
21500,30.00,0.00,21.00,0.00,21.00,0.00
21750,30.00,0.00,21.00,0.00,21.00,0.00
22000,30.00,0.00,21.00,0.00,21.50,0.50
22250,30.00,0.00,20.75,0.43,21.25,0.43
22500,30.00,0.00,21.00,0.00,21.00,0.00
22750,30.00,0.00,21.00,0.00,21.00,0.00
23000,30.00,0.00,21.00,0.00,20.50,0.50
23250,30.00,0.00,21.00,0.00,20.33,0.75
23500,30.00,0.00,21.00,0.00,20.25,0.83
23750,30.00,0.00,21.25,0.43,20.75,0.43
24000,30.00,0.00,19.33,0.47,21.00,0.00
24250,30.00,0.00,20.50,0.50,20.75,0.43
24500,30.25,0.43,21.00,0.00,20.50,0.50
24750,30.00,0.00,21.00,0.00,19.75,0.43
25000,30.00,0.00,21.00,0.00,19.33,1.25
25250,30.00,0.00,21.00,0.00,18.60,0.80
25500,30.00,0.00,21.00,0.00,19.50,1.12
25750,30.00,0.00,21.00,0.00,21.00,0.00
26000,30.00,0.00,21.00,0.00,20.50,0.50
26250,30.00,0.00,21.33,0.47,20.25,0.43
26500,30.00,0.00,21.00,0.00,18.75,0.43
26750,30.00,0.00,21.25,0.43,20.25,0.83
27000,30.00,0.00,21.00,0.00,20.00,0.71
27250,30.00,0.00,21.00,0.00,21.00,0.00
27500,30.00,0.00,22.00,0.71,20.50,0.50
27750,30.00,0.00,21.00,0.00,21.00,0.00
28000,30.75,0.83,19.00,1.22,21.00,0.00
28250,32.25,0.83,19.50,1.50,21.50,0.87
28500,33.00,0.00,19.00,0.71,20.67,0.47
28750,36.00,0.00,19.75,0.43,20.25,0.43
29000,36.00,0.00,21.00,0.00,19.75,0.83
29250,34.00,1.41,21.67,0.47,19.50,0.50
