# Task: walking
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,35.75,2.77,14.67,2.05,14.00,0.00
250,40.00,4.06,12.00,3.94,13.00,7.38
500,33.00,4.24,14.00,1.00,15.67,2.62
750,30.25,0.43,15.25,2.77,20.25,7.40
1000,40.00,0.82,13.25,5.80,21.00,2.94
1250,34.50,1.50,13.00,1.87,16.25,4.49
1500,35.50,3.91,14.50,3.77,17.50,1.12
1750,38.67,6.94,18.33,1.25,18.25,1.79
2000,27.75,6.83,9.50,4.97,17.50,3.57
2250,27.75,3.90,17.25,2.49,14.50,2.60
2500,38.25,4.32,17.50,4.15,18.75,4.44
2750,32.75,2.17,18.25,2.86,20.25,3.56
3000,33.25,3.90,16.50,1.12,18.00,0.00
3250,40.50,3.35,14.50,2.87,15.00,4.30
3500,25.75,7.95,14.25,4.44,19.25,4.55
3750,25.50,2.69,16.50,3.20,18.25,2.95
4000,34.50,9.07,17.25,2.49,20.50,2.29
4250,38.25,2.86,17.75,4.60,23.50,0.87
4500,35.00,2.12,20.25,3.27,19.75,2.95
4750,42.75,2.49,14.50,2.50,21.25,1.09
5000,38.50,3.77,16.00,4.85,16.75,5.36
5250,37.25,1.09,16.50,3.77,12.00,4.64
5500,35.00,5.74,18.50,4.33,13.50,3.84
5750,37.25,4.09,18.50,1.50,19.25,2.95
6000,39.75,2.49,11.25,1.92,17.00,2.35
6250,39.50,5.59,5.00,5.66,20.00,1.41
6500,37.00,4.18,13.67,2.36,21.00,3.00
6750,33.33,6.80,17.75,3.56,15.00,0.00
7000,41.67,4.92,10.67,3.68,17.67,2.05
7250,34.67,3.40,18.00,2.94,17.75,3.56
7500,34.75,3.03,17.25,2.86,23.00,1.00
7750,41.25,4.32,15.33,0.47,18.25,1.79
8000,36.00,7.04,12.67,4.99,19.25,6.02
8250,28.75,1.48,6.25,3.34,16.00,4.58
8500,33.00,4.24,14.50,4.92,19.75,3.77
8750,37.25,2.49,13.00,6.16,16.50,3.04
9000,38.75,0.43,19.75,3.27,14.00,5.34
9250,42.75,3.11,18.00,6.36,12.25,2.95
9500,34.75,6.02,18.33,3.09,20.33,5.91
9750,31.25,5.76,14.75,4.21,19.75,2.77
10000,36.67,0.47,14.25,3.11,18.00,0.00
10250,43.00,5.10,17.67,4.50,12.75,2.86
10500,37.25,1.30,16.00,3.54,17.25,0.83
10750,39.75,2.49,18.75,1.30,20.67,2.87
11000,38.75,5.21,15.00,2.00,14.00,4.24
11250,33.25,1.79,12.00,4.85,16.50,2.29
11500,33.75,2.49,10.25,2.05,13.75,6.18
11750,38.50,4.97,14.00,2.00,16.00,3.67
12000,34.50,2.06,12.75,3.56,19.50,3.84
12250,42.25,3.49,8.67,2.36,16.50,1.50
12500,46.00,0.00,14.75,4.02,14.00,0.00
12750,27.75,1.92,13.75,3.49,20.00,2.00
13000,31.67,5.79,14.50,1.50,14.67,4.71
13250,39.75,3.90,16.25,3.49,18.50,3.77
13500,34.50,1.50,16.67,5.44,17.25,2.28
13750,35.67,3.77,9.67,4.78,11.00,3.67
14000,43.00,1.00,15.75,2.49,14.33,5.73
14250,35.75,1.79,12.50,2.87,18.00,5.10
14500,25.75,5.49,15.00,1.87,12.50,2.18
14750,32.25,8.95,13.25,3.03,16.33,1.25
15000,36.75,3.27,17.00,5.43,16.25,1.79
15250,33.50,2.87,13.50,1.66,16.25,4.02
15500,40.25,4.60,18.75,1.79,14.25,4.76
15750,33.50,8.56,14.75,4.02,15.50,4.50
16000,28.25,4.21,11.67,7.04,11.33,3.30
16250,29.33,3.30,16.50,2.29,15.33,3.68
16500,37.25,6.14,17.00,4.00,13.25,4.21
16750,29.00,0.82,20.67,0.94,20.00,1.00
17000,30.00,4.24,12.67,1.70,16.25,3.83
17250,30.00,4.24,12.67,1.70,16.25,3.83
17500,31.67,7.26,15.90,4.50,14.27,2.67
17750,31.67,7.26,15.90,4.50,14.27,2.67
18000,36.25,7.79,13.50,5.32,12.25,3.27
18250,37.25,6.83,18.50,2.87,8.25,4.60
18500,31.50,4.39,15.00,2.55,12.25,1.64
18750,32.00,6.36,10.67,6.60,11.00,1.41
19000,40.25,6.87,16.00,2.92,16.00,4.30
19250,35.25,1.30,13.75,1.48,15.75,3.27
19500,39.75,4.15,19.33,2.05,19.00,2.16
19750,43.00,5.87,19.00,3.61,15.50,3.20
20000,40.25,2.05,15.25,2.17,17.00,1.58
20250,40.00,1.41,13.25,5.40,19.67,0.94
20500,41.00,1.41,13.00,2.00,13.50,4.72
20750,34.50,7.50,7.67,4.78,20.00,3.00
21000,34.00,1.41,16.00,1.00,19.00,3.08
21250,35.00,5.87,15.00,4.12,20.75,1.09
21500,39.00,5.61,18.25,2.38,19.50,1.50
21750,35.50,3.04,17.25,2.28,14.50,2.87
