# Task: walking
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,35.75,7.05,16.00,3.16,14.75,3.90
250,39.00,3.00,21.00,1.00,17.00,5.79
500,31.00,6.20,15.75,0.83,22.00,1.00
750,42.75,3.34,17.25,2.17,19.25,3.03
1000,41.00,0.71,13.00,3.39,13.50,7.02
1250,38.75,4.71,11.33,0.94,12.25,3.63
1500,41.00,5.05,10.50,4.03,17.50,6.06
1750,32.25,3.96,9.33,3.40,20.00,2.83
2000,28.00,5.10,16.75,1.30,7.67,4.11
2250,34.00,3.46,18.75,2.28,18.25,2.59
2500,36.00,0.00,18.00,0.82,14.25,1.79
2750,38.50,2.18,11.75,4.87,15.50,2.29
3000,36.50,9.39,10.75,2.95,14.75,1.92
3250,30.50,0.87,13.75,2.38,19.50,4.39
3500,30.25,7.05,13.25,6.22,14.00,3.39
3750,43.25,3.03,13.67,1.89,20.00,3.74
4000,32.50,4.97,10.50,6.22,12.25,3.63
4250,35.50,4.50,14.00,3.24,18.33,3.09
4500,37.50,3.35,16.00,2.16,16.00,3.74
4750,28.00,3.74,17.75,4.76,16.00,3.74
5000,34.00,6.68,15.67,2.62,8.00,4.55
5250,43.75,1.09,16.50,4.97,19.25,5.36
5500,39.75,1.92,15.00,6.04,17.50,2.18
5750,36.00,2.83,11.50,4.50,9.25,5.85
6000,33.50,8.96,17.50,2.96,12.25,3.90
6250,24.75,3.11,16.25,3.63,15.00,3.54
6500,34.50,5.02,11.33,7.04,14.25,0.83
6750,36.75,2.49,14.75,4.55,9.75,3.77
7000,34.50,3.35,19.00,1.58,14.00,4.74
7250,37.75,4.32,13.50,4.56,17.75,3.77
7500,28.75,2.05,16.00,3.54,18.25,1.79
7750,29.50,3.91,18.25,3.27,18.50,2.18
8000,41.25,4.32,13.67,6.13,15.67,4.50
8250,35.50,2.50,18.50,3.57,13.75,1.48
8500,38.33,1.25,12.00,2.55,17.67,1.25
