# Task: cycling
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,34.50,4.39,19.50,3.20,18.00,3.54
250,36.00,3.08,15.00,5.20,12.00,3.56
500,42.75,0.83,10.00,4.55,9.25,2.38
750,40.00,2.83,17.67,1.89,14.25,1.92
1000,34.25,3.03,14.25,5.36,20.00,1.22
1250,30.50,3.50,20.00,1.22,18.00,2.12
1500,38.00,1.41,17.25,7.46,17.25,4.97
1750,37.75,1.09,18.75,3.11,8.75,4.49
2000,41.00,1.22,10.25,4.21,7.25,5.58
2250,41.00,3.00,10.75,5.31,17.67,4.64
2500,33.33,2.05,17.00,2.83,20.50,3.50
2750,29.00,6.60,16.25,3.03,16.00,6.29
3000,35.00,5.10,19.00,2.16,18.67,1.25
3250,36.75,1.30,12.00,3.08,14.50,4.15
3500,40.75,1.30,11.00,1.41,9.50,2.50
3750,39.25,2.17,14.00,1.58,19.33,3.68
4000,28.25,4.26,20.00,1.22,19.75,1.64
4250,35.75,5.36,13.00,5.87,17.50,3.50
4500,34.33,3.09,17.00,1.41,18.50,4.50
4750,40.25,2.38,10.00,3.61,7.67,4.71
5000,41.00,4.74,17.00,1.00,14.25,2.28
5250,33.50,2.60,15.25,1.48,13.75,8.50
5500,25.75,2.95,14.25,2.59,19.00,3.24
5750,33.50,7.83,16.00,5.10,19.75,1.09
6000,34.50,3.20,18.75,1.92,16.25,6.72
6250,38.75,3.49,12.67,4.11,13.00,3.74
6500,41.75,1.79,15.67,3.30,10.67,5.44
6750,36.50,2.69,17.33,2.05,14.50,2.87
7000,29.67,1.25,21.00,0.00,23.67,2.05
7250,34.25,8.38,14.75,3.70,16.50,2.60
7500,32.00,2.83,15.67,5.44,20.00,3.00
7750,38.50,1.80,12.50,1.50,10.67,1.89
8000,39.50,4.92,11.00,4.97,17.00,4.42
8250,31.50,3.35,21.00,2.12,19.00,4.06
8500,29.25,7.46,18.33,5.25,16.67,4.50
8750,34.50,4.97,16.75,2.49,22.25,1.30
9000,39.00,2.45,14.67,8.26,17.00,3.00
9250,43.75,1.30,13.50,1.50,16.00,2.83
9500,36.00,4.30,16.00,5.10,13.00,2.92
9750,25.50,2.60,19.00,1.00,22.50,1.50
10000,34.75,7.46,18.25,4.26,15.00,3.08
10250,35.00,2.94,16.25,3.83,18.67,0.94
10500,36.50,2.29,13.67,8.73,17.75,1.30
10750,42.25,0.43,11.50,3.04,13.50,1.50
11000,38.00,1.41,14.33,3.86,21.25,3.27
11250,30.40,4.03,15.00,2.00,21.50,4.72
11500,37.25,2.49,14.00,5.52,15.25,3.19
11750,36.50,0.87,19.75,2.77,13.25,1.30
12000,38.33,0.94,11.00,6.98,14.75,4.09
12250,42.50,1.66,12.50,4.56,14.25,1.48
12500,35.25,5.12,18.00,2.55,11.75,5.93
12750,27.50,3.35,19.50,1.12,22.00,1.41
13000,35.25,8.17,18.00,5.52,11.00,4.97
13250,33.75,2.49,17.50,5.50,16.75,2.49
13500,42.00,2.12,16.75,3.70,15.00,4.64
13750,41.00,4.74,11.25,5.12,11.50,2.50
14000,34.00,1.41,19.67,1.25,15.00,3.00
14250,32.25,5.76,17.50,4.97,16.75,6.50
14500,36.50,2.29,17.00,4.18,16.00,2.83
14750,36.25,3.90,18.50,3.50,16.25,1.79
15000,43.33,0.94,11.50,2.87,13.00,3.74
15250,39.25,4.49,13.25,5.36,15.00,2.55
15500,29.75,3.27,20.25,0.83,22.00,2.00
15750,34.25,7.56,18.50,3.35,17.75,3.83
16000,32.33,2.62,17.67,2.05,19.75,1.92
16250,34.25,3.49,16.25,5.07,14.75,2.38
16500,41.00,1.00,11.67,2.87,11.25,2.49
16750,40.00,4.64,15.00,0.71,14.75,2.86
17000,31.25,3.63,19.50,1.50,21.50,3.84
17250,35.75,6.30,20.67,2.05,9.00,7.48
17500,32.25,6.18,17.75,3.90,12.25,5.07
17750,36.75,5.67,17.75,4.02,13.33,3.09
18000,42.33,0.47,12.50,2.18,12.00,0.00
