# Task: cycling
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,40.25,1.48,15.50,3.91,20.00,1.22
250,42.25,0.43,15.33,2.49,16.00,1.63
500,35.25,4.44,14.00,4.32,17.25,4.82
750,33.75,2.49,19.50,2.06,18.25,1.79
1000,35.00,3.16,18.75,5.67,15.00,2.12
1250,31.00,2.00,14.67,2.05,18.33,2.87
1500,39.25,0.43,13.00,3.81,18.50,3.35
1750,42.50,1.12,13.67,2.87,19.00,1.22
2000,38.33,4.50,10.67,2.05,14.75,2.49
2250,34.25,3.03,19.75,1.64,18.50,1.80
2500,35.00,2.74,18.50,0.87,11.25,5.36
2750,32.25,5.26,12.75,5.76,17.00,3.54
3000,38.67,2.49,15.00,2.16,19.00,2.12
3250,42.50,1.80,12.00,4.32,18.00,5.79
3500,34.25,5.21,16.25,4.44,17.00,1.22
3750,36.25,0.43,19.75,1.30,11.75,1.09
4000,36.75,2.49,16.50,1.50,10.75,3.49
4250,33.50,4.50,12.67,4.11,15.33,4.50
4500,40.50,1.12,12.50,4.82,18.50,2.18
4750,42.25,0.83,11.50,1.50,13.75,6.61
5000,35.75,2.95,19.00,1.00,20.00,2.00
5250,35.33,0.94,18.50,0.50,16.33,0.94
5500,34.33,3.40,18.00,2.16,13.00,1.87
5750,30.00,4.24,15.50,2.50,20.00,0.82
6000,38.75,2.17,13.50,5.02,19.25,1.48
6250,42.75,0.43,12.25,2.68,18.25,1.92
6500,38.75,5.63,12.00,1.41,8.75,3.63
6750,34.50,1.50,21.00,3.00,19.00,1.41
7000,32.25,4.44,18.50,5.94,14.25,2.38
7250,34.67,3.09,16.75,3.03,16.50,1.50
7500,41.50,1.50,15.50,2.50,18.33,0.47
7750,42.50,0.87,11.33,4.50,8.00,4.55
8000,35.00,4.06,9.75,3.96,13.75,8.26
8250,34.00,1.41,19.50,2.06,19.33,1.25
8500,34.00,2.83,18.00,3.74,15.50,2.18
8750,34.50,4.50,12.00,0.00,15.33,2.49
9000,40.25,1.30,13.50,3.35,14.25,0.83
9250,43.25,1.30,13.50,5.41,17.75,1.64
9500,38.75,4.09,12.25,2.95,20.00,3.94
9750,33.75,1.30,13.25,2.17,17.50,3.84
10000,35.25,2.49,16.00,6.12,12.50,2.87
10250,32.00,3.74,7.00,4.32,16.00,1.00
10500,38.75,2.05,14.00,2.83,13.00,1.41
10750,41.50,1.80,17.50,2.06,16.67,1.25
11000,41.00,2.24,11.75,6.14,19.25,2.38
11250,35.75,1.79,11.50,2.60,20.75,1.64
11500,33.75,3.90,15.50,3.04,15.00,5.34
11750,32.75,7.36,12.50,1.66,17.50,2.18
12000,38.50,2.29,14.67,1.25,14.00,2.83
12250,42.00,1.87,15.25,2.59,18.25,1.92
12500,35.67,4.50,14.00,3.00,15.00,2.16
12750,36.33,2.49,11.67,2.05,19.00,3.54
13000,33.00,0.00,21.67,1.89,14.75,3.70
13250,36.00,2.83,11.00,4.55,15.75,1.30
13500,38.25,1.30,15.25,2.86,13.25,7.82
13750,42.75,1.64,11.50,2.69,18.00,1.41
14000,42.75,1.30,14.50,3.20,13.25,3.11
14250,33.75,5.76,14.50,2.29,18.00,2.12
14500,30.75,3.27,15.50,4.27,18.50,7.40
14750,32.75,5.63,20.25,2.38,15.25,4.71
15000,36.25,3.63,9.25,3.77,18.25,4.09
15250,40.50,1.12,16.75,3.11,16.75,1.09
15500,39.00,5.39,14.67,4.71,10.67,4.99
15750,34.25,3.03,12.75,2.59,11.50,7.83
16000,31.50,2.50,13.00,3.56,20.33,3.86
16250,33.50,6.68,10.60,6.18,15.40,2.87
16500,36.33,0.47,12.00,3.08,17.00,3.74
16750,40.50,1.12,13.75,2.77,13.25,2.77
17000,38.33,1.70,18.67,3.30,13.25,5.12
