# Task: cycling
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,35.75,1.79,21.00,2.45,20.50,0.50
250,38.75,1.48,17.00,4.32,19.67,2.05
500,41.67,0.47,15.75,5.12,20.33,5.19
750,41.67,0.47,12.00,3.67,15.00,7.07
1000,35.00,2.83,21.67,5.56,27.00,2.12
1250,31.50,5.17,22.50,6.18,20.00,3.24
1500,31.50,6.18,22.75,1.09,18.25,3.96
1750,39.25,0.43,20.00,3.24,19.50,4.97
2000,41.50,0.50,16.25,2.28,18.00,4.64
2250,37.25,2.68,19.00,6.56,26.00,3.67
2500,33.50,2.69,23.00,1.41,20.00,1.41
2750,35.25,5.12,23.33,0.94,16.67,3.40
3000,37.75,1.30,20.75,1.64,21.75,2.49
3250,41.67,0.47,13.50,5.59,13.33,2.62
3500,37.25,4.49,17.00,4.47,21.25,2.77
3750,33.67,1.70,25.67,1.25,22.75,5.93
4000,36.25,4.76,23.50,2.18,20.25,2.49
4250,34.75,6.26,19.00,3.94,20.50,2.50
4500,41.25,1.48,17.75,5.49,21.00,2.55
4750,39.75,3.96,17.33,1.70,21.67,2.05
5000,32.25,1.92,24.50,2.29,23.00,1.58
5250,33.50,4.39,23.00,1.41,12.33,6.94
5500,36.75,4.44,23.20,2.64,17.20,2.93
5750,38.25,0.83,17.33,6.24,19.67,2.62
6000,42.00,1.87,15.50,1.80,19.25,4.87
6250,36.25,3.19,15.25,3.27,23.00,1.22
6500,31.33,1.25,24.00,1.22,25.67,1.89
6750,37.33,3.30,23.75,1.79,14.33,1.70
7000,35.50,3.35,20.50,2.29,14.50,2.29
7250,38.75,0.43,14.00,7.45,19.50,3.20
7500,41.33,1.70,13.33,3.40,11.75,3.70
7750,35.50,3.84,19.50,5.41,21.25,2.49
8000,31.75,2.49,25.00,1.22,18.25,2.17
8250,35.50,5.77,22.50,5.02,15.67,1.70
8500,36.25,2.17,16.50,6.18,16.00,3.16
8750,40.50,1.12,17.50,3.20,20.25,1.48
9000,38.25,5.54,17.50,0.50,18.75,5.07
9250,33.00,2.12,23.25,3.27,23.25,1.30
9500,34.00,3.67,17.75,9.78,16.75,1.79
9750,37.50,1.12,19.25,3.27,17.67,1.25
10000,39.75,1.30,16.50,6.87,18.75,6.30
10250,41.75,0.43,10.75,3.63,15.50,7.50
10500,38.33,0.94,18.33,4.11,25.50,1.50
10750,33.25,1.79,23.25,1.30,15.50,6.26
11000,37.67,2.36,21.25,2.95,12.33,2.87
11250,38.00,0.00,20.33,2.05,17.67,3.86
11500,41.00,1.22,15.25,5.07,14.50,8.38
11750,39.25,2.17,15.50,3.04,21.50,3.91
12000,34.00,3.74,24.75,2.49,14.67,3.68
12250,34.00,3.16,20.50,3.64,14.50,7.37
12500,37.50,1.12,18.50,2.50,15.33,2.49
12750,40.25,0.83,18.33,3.09,22.67,1.89
13000,42.00,0.00,13.00,1.41,16.00,4.08
13250,37.75,1.09,18.50,4.50,24.25,2.49
13500,32.67,0.47,25.33,0.94,18.33,6.94
13750,33.75,3.77,18.25,6.34,16.75,3.96
14000,37.50,1.12,16.50,3.64,12.75,4.66
14250,40.00,1.22,14.75,2.17,19.00,2.74
14500,40.00,4.18,17.00,1.58,21.50,2.87
14750,31.50,3.35,21.00,3.56,24.67,0.94
15000,30.25,5.85,20.25,2.95,19.75,3.03
15250,33.00,5.20,18.75,3.90,17.50,4.15
15500,39.00,0.82,15.67,4.99,22.00,1.00
15750,40.75,1.30,13.00,3.16,12.67,7.36
16000,39.00,2.16,16.67,3.40,20.00,4.06
16250,33.75,3.11,24.00,1.41,19.50,4.97
16500,34.25,6.38,20.00,3.24,17.50,0.87
16750,36.75,2.49,19.25,4.76,12.25,7.15
17000,39.33,2.49,15.00,0.00,16.00,5.74
17250,38.33,1.25,17.33,3.68,25.00,2.45
17500,30.50,3.64,26.33,0.94,21.67,4.50
17750,33.75,4.49,21.75,1.30,21.50,1.12
18000,38.50,0.87,20.00,2.16,14.00,6.16
18250,41.33,0.47,13.67,0.94,19.50,4.50
18500,40.00,1.63,13.75,3.27,19.00,5.10
18750,32.75,4.44,28.00,0.82,25.00,2.16
19000,29.67,4.92,19.33,1.25,21.25,1.92
19250,37.75,1.09,18.00,4.74,12.00,5.52
19500,39.00,0.71,16.75,4.76,21.25,3.27
19750,42.00,1.00,15.00,2.55,12.25,6.76
20000,31.67,3.68,20.00,2.83,23.00,1.58
20250,28.75,3.27,25.00,1.41,19.00,2.83
20500,35.67,2.05,21.67,3.30,20.00,1.22
20750,38.50,0.87,19.33,3.86,11.00,3.00
21000,40.00,1.22,13.50,4.72,20.25,3.90
21250,41.00,1.00,10.00,0.00,22.00,3.00
21500,34.00,4.60,21.00,4.95,26.33,2.49
21750,30.67,6.55,16.67,8.34,19.75,1.30
22000,35.25,3.11,17.75,2.59,15.00,3.08
22250,38.75,0.43,14.75,8.90,21.50,2.60
22500,41.50,0.50,12.50,1.80,13.00,6.40
22750,37.00,3.74,20.33,3.30,23.50,1.66
23000,29.25,3.96,24.25,2.49,16.50,3.20
23250,32.75,5.21,19.50,4.50,19.50,1.50
23500,38.25,0.83,16.25,6.10,9.75,4.60
23750,39.33,1.25,12.25,7.29,20.33,7.41
24000,39.50,1.50,17.50,2.50,18.00,3.00
24250,37.00,2.83,25.67,1.25,26.25,3.11
24500,34.33,3.30,22.00,0.82,16.25,3.27
24750,37.50,3.35,21.75,4.15,15.00,3.00
25000,37.50,0.87,18.75,3.56,18.75,4.44
25250,40.50,1.50,13.50,1.12,13.75,6.34
25500,40.25,2.05,17.50,4.27,22.00,5.15
25750,33.25,3.49,25.00,1.22,21.75,3.77
