# Task: cycling
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,33.50,2.87,27.00,1.87,14.75,9.39
250,30.50,4.50,20.67,4.03,17.00,0.82
500,34.25,3.03,15.75,4.92,17.25,2.49
750,42.00,2.55,16.00,2.74,19.75,1.09
1000,42.00,2.83,19.50,2.06,13.75,5.17
1250,36.00,2.12,15.25,3.11,20.75,2.05
1500,31.00,1.41,23.00,1.22,16.00,3.27
1750,35.25,6.87,20.00,4.18,17.25,3.56
2000,34.00,2.83,16.67,4.19,12.75,4.49
2250,34.00,4.06,15.75,3.96,13.50,1.50
2500,43.00,1.58,14.75,0.43,17.50,2.29
2750,40.25,3.03,14.75,2.59,19.00,2.12
3000,32.75,3.90,15.75,4.44,19.25,4.76
3250,28.25,2.77,16.00,1.41,21.33,2.87
3500,35.25,3.27,19.25,6.61,14.80,3.71
3750,37.75,1.48,19.00,2.92,17.75,3.42
4000,43.25,1.09,15.25,1.48,20.25,1.30
4250,39.75,2.49,16.50,3.50,12.67,5.73
4500,29.75,7.56,20.75,3.34,17.50,4.50
4750,35.75,7.15,17.00,5.10,16.67,0.94
5000,38.00,0.82,21.67,0.94,17.33,2.62
5250,40.00,2.83,14.67,1.25,19.50,1.50
5500,44.00,1.22,13.50,3.35,12.00,4.64
5750,33.67,1.70,16.00,1.41,17.00,6.12
6000,27.00,3.56,17.00,0.82,18.25,5.76
6250,34.00,8.75,15.75,5.76,13.75,7.15
6500,35.75,2.95,20.00,1.22,18.75,3.03
6750,43.00,0.82,10.50,3.50,15.75,4.49
7000,43.00,1.22,15.50,1.12,10.50,6.80
7250,35.25,1.92,16.75,1.30,20.25,1.79
7500,27.50,2.69,18.00,1.41,20.75,3.96
7750,33.00,9.25,12.50,5.85,18.75,1.30
8000,34.00,3.39,18.50,1.50,17.00,2.45
8250,35.00,4.00,15.33,4.50,18.67,0.94
8500,42.33,1.80,13.00,3.29,15.20,2.93
8750,34.75,5.45,14.25,2.49,13.33,1.89
9000,23.50,5.77,22.00,1.22,17.50,6.54
9250,34.25,6.94,18.50,5.36,18.50,2.87
9500,37.00,1.22,17.25,2.28,18.50,1.50
9750,40.50,1.50,16.33,5.25,18.33,0.47
10000,42.50,0.87,12.00,6.52,12.75,3.34
10250,36.00,4.24,18.00,2.45,20.50,3.04
10500,20.00,7.45,22.50,1.12,17.50,6.02
10750,35.25,7.46,18.75,3.27,18.25,1.79
11000,35.50,1.50,17.00,3.32,16.50,1.80
11250,40.00,2.83,11.33,3.30,16.50,2.60
11500,42.75,1.48,15.50,0.50,14.50,1.50
11750,35.00,3.54,18.00,2.12,20.25,3.03
12000,25.33,2.62,22.25,1.30,22.33,1.25
12250,31.75,8.93,21.75,2.49,13.75,7.15
12500,36.00,0.00,16.00,1.63,16.00,4.06
12750,35.00,3.74,18.00,4.32,15.50,1.50
13000,38.25,3.27,13.25,3.03,14.75,2.77
13250,40.75,4.55,17.67,0.47,16.00,6.68
13500,31.00,1.22,17.75,3.49,15.75,4.97
13750,29.50,5.94,19.25,1.30,17.33,4.03
14000,37.50,3.64,16.50,4.97,15.25,3.27
14250,36.75,2.49,15.00,3.54,16.25,5.36
14500,41.75,1.09,8.75,4.97,15.00,4.74
14750,32.75,6.10,14.00,2.94,14.00,1.00
15000,26.00,3.74,23.00,1.22,13.00,8.60
15250,37.00,7.79,18.25,5.72,18.00,2.45
15500,36.50,0.50,19.00,0.00,19.50,2.60
15750,27.25,11.39,14.50,4.97,18.00,0.71
16000,41.25,1.48,12.33,3.68,15.25,1.79
16250,36.00,4.24,18.00,0.82,20.25,2.49
16500,27.00,5.61,19.25,1.30,18.50,6.02
16750,33.50,9.50,19.25,2.77,16.33,2.62
17000,34.50,3.84,18.75,2.17,13.75,2.86
17250,39.25,5.45,14.00,4.64,15.75,0.83
17500,42.00,2.12,16.00,1.22,17.50,3.77
17750,33.00,4.30,19.75,2.77,21.00,3.08
18000,27.25,8.01,20.00,3.24,20.00,2.12
18250,36.75,2.28,16.75,2.77,17.25,2.49
18500,37.33,3.68,18.00,2.00,17.00,1.41
18750,43.67,1.25,12.00,2.00,17.33,1.70
19000,38.75,4.44,15.50,1.80,17.25,4.44
19250,30.25,4.60,21.00,0.00,22.25,1.79
19500,32.40,9.11,20.75,2.17,13.50,6.69
19750,36.33,2.49,17.00,5.66,15.00,0.00
20000,31.75,7.26,14.25,6.61,14.67,2.87
20250,43.33,0.94,15.50,1.12,15.00,0.00
20500,33.67,0.94,18.00,2.45,14.00,5.79
20750,26.67,2.05,22.67,1.25,19.50,4.50
21000,36.00,5.52,20.00,5.10,12.00,6.16
