# Task: standing
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,45.00,0.00,19.00,0.82,10.00,1.22
250,45.33,0.47,15.67,0.94,9.75,1.48
500,45.25,0.43,16.00,0.71,11.50,0.50
750,45.25,0.43,17.75,1.09,10.00,1.00
1000,45.50,0.50,20.00,0.71,11.75,0.43
1250,45.00,0.00,21.00,0.00,12.00,0.00
1500,45.50,0.50,21.00,0.00,9.67,0.47
1750,45.67,0.47,20.75,0.43,10.33,0.94
2000,45.50,0.50,19.00,0.00,9.33,0.47
2250,45.50,0.50,18.67,0.47,9.00,0.00
2500,45.67,0.47,19.00,0.00,10.67,0.47
2750,45.50,0.50,19.25,0.43,11.00,1.00
3000,45.33,0.47,20.00,0.00,11.50,0.50
3250,45.50,0.50,20.00,0.00,12.75,0.83
3500,45.50,0.50,19.75,0.43,13.75,0.83
3750,45.50,0.50,19.50,0.50,14.25,0.83
4000,45.75,0.43,19.25,0.43,13.25,0.43
4250,45.75,0.43,19.00,0.00,12.50,0.50
4500,46.00,0.71,19.00,0.00,12.50,0.50
4750,45.75,0.43,19.00,0.00,12.25,0.43
5000,45.75,0.83,18.75,0.43,13.50,1.12
5250,45.50,0.50,19.00,0.00,13.00,1.00
5500,45.75,0.43,19.25,1.09,13.00,1.00
5750,46.00,0.71,20.75,0.43,13.50,0.50
6000,45.50,0.50,21.00,0.00,13.50,1.50
6250,45.75,0.43,20.75,0.43,13.75,0.83
6500,45.50,0.50,21.00,0.00,13.50,1.12
6750,45.50,0.50,20.33,0.47,13.67,0.94
7000,45.75,0.43,20.50,0.50,14.00,1.00
7250,45.67,0.47,19.75,0.43,14.33,0.94
7500,45.50,0.50,20.00,0.00,14.75,1.48
7750,45.33,0.47,19.33,0.47,15.50,0.87
8000,42.33,4.50,18.33,0.47,15.75,0.83
8250,45.00,0.00,19.00,1.41,14.50,0.87
8500,45.00,0.00,21.00,0.00,15.00,0.00
8750,45.00,0.00,21.00,0.00,14.75,0.43
9000,45.00,0.00,21.00,0.00,14.00,1.00
9250,45.25,0.43,21.00,0.00,14.75,0.43
9500,45.50,0.50,21.00,0.00,15.50,0.50
9750,45.50,0.50,21.00,0.00,14.67,0.47
10000,45.00,0.00,21.00,0.00,14.50,1.12
10250,45.00,0.00,21.00,0.00,14.75,0.43
10500,45.00,0.00,20.75,0.43,13.75,0.83
10750,45.25,0.43,20.00,0.00,14.25,0.83
11000,45.50,0.50,20.25,0.43,13.75,0.83
11250,45.00,0.00,19.50,0.50,14.25,0.83
11500,45.50,0.50,18.00,0.00,14.00,1.00
11750,45.50,0.50,18.00,0.00,13.00,1.41
12000,45.00,0.00,18.25,0.43,14.00,0.82
12250,45.00,0.00,19.75,0.43,13.75,0.83
12500,45.00,0.00,19.00,0.00,14.33,0.94
12750,45.00,0.00,19.00,0.00,14.00,1.00
13000,45.00,0.00,19.33,0.47,13.75,0.83
13250,45.00,0.00,19.75,0.43,13.50,1.12
13500,45.00,0.00,19.50,0.50,13.75,0.83
13750,45.00,0.00,18.00,0.00,14.50,0.50
14000,45.00,0.00,18.00,0.00,14.75,0.43
14250,45.00,0.00,18.00,0.00,14.75,0.43
14500,45.50,0.50,19.00,0.71,14.75,0.43
14750,45.50,0.50,20.25,0.43,14.00,0.71
15000,45.50,0.50,21.00,0.00,12.67,0.94
15250,45.50,0.50,20.75,0.43,13.25,0.83
15500,45.50,0.50,20.50,0.50,13.25,1.30
15750,45.67,0.47,20.00,0.71,12.67,0.47
16000,45.67,0.47,18.00,0.00,13.00,0.82
16250,45.50,0.50,19.00,0.71,13.25,1.30
16500,45.33,0.47,18.50,0.50,14.00,0.82
16750,45.00,0.00,18.00,0.00,13.75,1.30
17000,45.00,0.00,18.25,0.43,14.40,0.49
17250,45.00,0.00,18.00,0.00,14.33,0.94
17500,45.50,0.50,17.50,0.50,13.75,0.83
17750,45.33,0.47,17.00,0.82,13.25,0.83
18000,45.50,0.50,16.75,0.43,13.50,1.12
18250,45.33,0.47,18.00,0.00,14.50,0.50
18500,45.50,0.50,18.00,0.00,15.00,0.00
18750,45.25,0.43,18.25,0.43,15.25,0.43
19000,45.00,0.00,18.00,0.00,14.50,0.50
19250,45.00,0.00,18.25,0.43,13.75,0.83
19500,45.50,0.50,18.50,0.50,13.75,0.83
19750,45.00,0.00,19.25,0.43,14.00,1.00
20000,45.50,0.50,18.75,0.43,14.25,0.43
20250,45.00,0.00,19.00,0.00,14.25,0.83
20500,45.25,0.43,18.33,0.47,15.00,0.00
20750,45.67,0.47,18.50,0.50,15.33,0.47
21000,45.50,0.50,18.75,0.43,15.00,0.00
21250,45.25,0.43,19.75,0.43,15.00,0.71
21500,45.00,0.00,20.00,0.00,15.25,0.43
21750,45.50,0.50,20.50,0.50,15.25,0.83
22000,46.25,0.83,19.75,1.09,13.75,1.30
22250,45.75,0.83,21.00,0.00,13.75,0.43
22500,45.50,0.50,20.75,0.43,12.50,0.50
22750,45.67,0.47,20.67,0.47,12.50,0.50
23000,45.67,0.47,20.50,0.50,14.67,0.47
23250,45.33,0.47,20.33,0.47,13.75,1.30
23500,45.50,0.50,20.00,0.00,13.00,1.00
23750,45.75,0.43,19.25,0.43,12.00,0.00
24000,44.75,1.09,18.00,1.87,12.25,1.09
24250,42.75,0.43,17.00,1.22,13.50,1.12
24500,45.00,0.00,19.00,0.71,11.25,0.43
24750,45.00,0.00,18.50,0.87,10.00,0.82
25000,45.00,0.00,18.00,0.00,11.67,0.94
25250,44.75,0.43,17.50,1.80,12.25,0.43
25500,43.00,1.22,17.50,2.29,10.67,1.89
25750,43.33,0.47,14.50,1.12,7.00,3.00
26000,44.75,0.43,18.50,0.50,10.50,1.12
26250,45.50,0.50,19.00,0.00,12.00,0.00
26500,45.33,0.47,19.00,0.82,11.50,1.50
26750,45.25,0.43,19.50,1.12,12.50,1.12
27000,45.25,0.43,19.25,0.83,10.50,2.69
27250,45.50,0.50,19.75,0.43,13.50,1.12
27500,45.00,0.00,20.25,0.43,13.50,0.87
27750,45.00,0.00,20.00,0.71,10.25,1.30
28000,45.00,0.00,20.33,0.47,9.33,0.47
28250,44.25,0.83,18.75,0.43,10.50,0.50
28500,42.00,0.71,17.50,0.50,8.50,0.87
28750,40.33,1.25,17.25,0.43,3.00,2.00
29000,42.33,0.47,20.00,0.82,10.00,1.63
29250,44.75,0.43,21.00,0.00,12.25,0.43
29500,44.00,0.71,18.50,2.29,11.00,1.41
29750,44.75,0.43,12.25,2.95,15.67,0.94
30000,42.75,0.83,15.75,0.43,11.75,2.49
30250,40.50,3.35,14.25,1.48,11.67,0.47
30500,42.50,1.50,11.67,2.49,13.67,1.89
30750,41.25,0.83,13.25,1.30,17.25,1.92
31000,46.00,1.58,18.25,0.43,9.75,2.86
31250,45.50,3.20,18.00,1.87,13.50,0.50
31500,35.50,1.50,11.50,1.66,10.33,1.70
31750,38.50,1.80,9.67,3.09,14.25,1.30
32000,43.75,1.30,15.00,0.71,20.25,0.43
32250,45.00,0.00,11.25,0.43,20.67,0.47
32500,45.50,0.50,10.75,1.09,20.75,0.43
32750,45.33,0.47,7.00,1.00,19.50,1.12
33000,45.33,0.47,3.33,3.30,19.75,1.79
33250,45.75,0.43,7.00,1.41,20.25,0.43
33500,45.75,0.83,4.00,0.00,19.25,0.83
33750,45.50,0.50,7.67,2.62,19.25,1.09
34000,46.00,0.00,3.33,1.25,17.75,0.43
34250,45.50,0.50,3.00,0.00,16.75,0.83
34500,45.33,0.47,8.50,3.50,17.50,0.87
34750,45.00,0.00,12.25,0.43,18.25,0.43
35000,45.00,0.00,12.00,0.00,18.33,0.47
35250,45.00,0.00,13.75,1.30,21.00,0.00
35500,45.75,0.43,13.00,2.45,18.75,0.43
35750,45.33,0.47,15.33,0.47,16.75,1.30
36000,45.50,0.50,15.50,0.87,17.50,1.50
36250,45.50,0.50,15.50,0.50,18.00,0.00
36500,45.25,0.43,14.33,0.94,17.75,0.83
36750,45.25,0.43,14.50,0.87,15.25,0.43
37000,45.00,0.00,16.00,0.71,16.75,1.64
37250,45.00,0.00,14.50,0.50,18.00,0.00
37500,45.00,0.00,13.25,1.09,18.25,0.43
37750,45.25,0.43,12.33,0.47,18.50,0.87
38000,45.25,0.43,12.67,0.47,17.67,0.47
38250,45.67,0.47,14.75,0.43,17.50,0.50
38500,45.50,0.50,14.75,0.43,16.25,0.43
38750,46.50,0.50,15.00,0.00,16.25,0.83
39000,45.67,0.47,15.33,0.47,16.00,1.22
39250,45.25,0.43,17.75,0.43,17.00,0.71
39500,45.00,0.00,18.00,0.00,17.50,0.87
39750,45.25,0.43,18.00,0.00,16.25,0.83
40000,45.00,0.00,18.25,0.43,17.25,0.83
40250,45.00,0.00,18.00,0.00,18.00,0.00
40500,45.00,0.00,18.25,0.43,16.75,0.43
40750,45.00,0.00,18.00,0.00,16.00,0.82
41000,45.00,0.00,16.75,0.83,15.75,0.83
41250,45.00,0.00,15.75,0.83,15.33,0.47
41500,45.33,0.47,17.33,0.47,13.67,1.25
41750,46.00,0.00,17.00,0.71,13.00,1.22
42000,45.50,0.50,18.00,0.71,14.75,0.43
42250,45.50,0.50,18.25,0.43,11.75,0.43
42500,46.00,0.71,16.75,1.30,12.00,1.22
42750,46.25,0.43,18.00,0.00,12.25,0.43
43000,46.00,0.71,16.75,0.83,12.00,0.00
43250,46.50,0.50,15.75,0.43,14.75,1.79
43500,46.50,0.50,17.75,0.43,16.50,1.12
43750,46.25,0.43,17.25,0.83,12.25,1.79
44000,46.50,0.50,17.00,0.71,13.67,2.05
44250,46.50,0.50,18.00,0.82,13.00,0.71
44500,46.50,0.50,18.67,0.47,12.33,1.25
44750,46.50,0.50,19.00,0.00,12.67,2.05
45000,46.50,0.50,18.00,0.00,15.00,1.22
45250,46.50,0.50,18.00,0.71,16.50,0.87
45500,46.67,0.47,17.50,0.87,17.33,0.94
45750,46.50,0.50,18.00,0.00,15.50,0.87
46000,46.67,0.47,18.33,0.47,14.50,0.50
46250,46.75,0.43,18.25,0.43,16.00,1.41
46500,46.50,0.50,18.50,0.50,18.00,0.71
46750,46.50,0.50,18.50,0.87,17.25,1.30
47000,46.50,0.50,17.00,0.82,17.67,0.47
47250,46.00,0.00,16.75,1.30,18.33,0.47
47500,46.33,0.47,18.25,0.43,17.00,0.82
47750,46.50,0.50,18.75,0.43,16.25,1.09
48000,46.50,0.50,19.25,0.43,14.50,0.87
48250,46.00,0.00,18.33,0.47,12.00,0.00
48500,45.75,0.43,15.25,0.43,14.25,1.30
48750,47.00,0.71,16.25,1.30,15.75,1.30
49000,46.50,0.50,18.50,0.50,16.50,0.87
49250,46.25,0.83,18.25,0.43,17.25,1.30
49500,45.50,0.50,19.50,0.50,16.75,1.30
49750,45.50,0.50,18.00,1.22,15.75,0.83
50000,45.50,0.50,16.25,1.48,17.00,0.71
50250,46.00,0.71,18.50,0.50,18.50,0.87
50500,45.00,0.00,18.00,0.00,20.33,0.47
50750,44.50,0.50,13.50,1.66,19.25,1.09
51000,43.67,0.47,9.67,0.94,18.33,0.47
51250,42.67,0.94,12.00,0.00,17.75,0.83
51500,42.25,0.43,12.75,1.30,18.25,0.43
51750,42.00,0.00,15.00,0.71,16.50,1.12
52000,42.00,0.00,15.50,0.87,13.75,1.48
