# Task: standing
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,45.00,0.00,18.25,0.43,9.50,0.50
250,45.00,0.00,20.00,0.00,9.00,0.00
500,44.75,0.43,18.75,0.43,9.75,0.83
750,44.33,0.47,18.25,0.43,11.00,1.00
1000,43.33,0.47,18.33,0.47,10.00,0.71
1250,44.50,0.50,18.75,0.43,10.25,0.83
1500,44.50,0.50,18.25,0.43,11.00,0.82
1750,44.50,0.50,19.00,0.71,11.50,0.87
2000,43.50,0.50,20.75,0.43,11.00,0.71	
2250,44.25,0.43,20.25,0.43,11.75,0.43
2500,44.50,0.50,20.75,0.43,7.50,1.50
2750,44.50,0.50,20.50,0.50,8.00,3.00
3000,44.50,0.50,20.00,0.00,9.33,0.47
3250,44.50,0.50,20.00,0.00,9.50,0.50
3500,44.75,0.43,19.75,0.43,9.67,0.94
3750,45.00,0.00,19.00,0.00,8.67,0.47
4000,45.00,0.00,19.50,0.87,9.00,0.00
4250,45.00,0.00,18.33,0.47,9.25,1.09
4500,45.00,0.00,18.25,0.43,8.75,0.43
4750,44.75,0.43,18.75,0.43,8.50,1.50
5000,44.75,0.43,19.00,0.00,9.50,0.87
5250,45.00,0.00,19.75,0.43,9.50,1.80
5500,45.00,0.00,19.67,0.47,10.67,0.47
5750,45.00,0.00,20.00,0.00,9.50,0.50
6000,45.00,0.00,20.00,0.00,9.67,0.47
6250,45.00,0.00,20.00,0.00,10.50,1.12
6500,45.00,0.00,20.75,0.43,11.50,0.87
6750,45.00,0.00,21.00,0.00,13.00,0.71
7000,45.00,0.00,21.00,0.00,12.25,0.43
7250,44.67,0.47,21.00,0.00,10.75,1.09
7500,45.00,0.00,21.00,0.00,10.00,0.71
7750,44.50,0.50,21.00,0.00,10.00,1.22
8000,45.00,0.00,21.00,0.00,12.50,0.50
8250,45.00,0.00,21.00,0.00,12.25,0.43
8500,45.00,0.00,21.00,0.00,13.00,1.22
8750,45.00,0.00,20.75,0.43,12.00,0.00
9000,45.00,0.00,20.67,0.47,10.33,1.25
9250,45.00,0.00,20.00,0.63,5.25,0.83
9500,45.00,0.00,19.00,0.00,1.00,0.00
9750,45.00,0.00,18.75,0.43,1.00,0.00
10000,44.33,0.47,19.33,0.47,7.00,0.82
10250,44.50,0.50,20.75,0.43,6.50,1.50
10500,44.50,0.50,20.50,0.50,10.00,0.71
10750,44.50,0.50,21.00,0.00,10.25,0.43
11000,44.50,0.50,21.00,0.00,9.25,0.43
11250,45.00,0.00,20.75,0.43,9.75,0.43
11500,45.00,0.00,19.75,0.43,9.00,0.00
11750,45.00,0.00,20.00,0.00,6.25,1.48
12000,45.00,0.00,20.00,0.00,5.75,1.64
12250,45.00,0.00,18.67,0.47,6.33,0.47
12500,45.00,0.00,19.00,0.00,4.00,0.82
12750,45.00,0.00,19.33,0.47,5.00,0.82
13000,45.00,0.00,20.00,0.71,5.50,0.50
13250,44.50,0.50,20.00,0.00,4.33,1.89
13500,44.50,0.50,20.25,0.43,9.50,1.66
13750,44.50,0.50,21.00,0.00,9.75,0.43
14000,44.67,0.47,21.00,0.00,9.00,0.00
14250,44.40,0.49,20.80,0.40,9.50,0.50
14500,44.50,0.50,20.75,0.43,9.75,0.43
14750,44.50,0.50,20.00,0.00,9.25,0.43
15000,45.00,0.00,19.67,0.47,6.67,1.25
15250,45.00,0.00,20.00,0.00,4.00,1.00
15500,44.75,0.43,20.25,0.43,4.33,0.47
15750,44.67,0.47,20.00,0.00,5.00,1.00
16000,44.50,0.50,20.00,0.00,8.00,1.41
16250,44.33,0.47,21.00,0.00,11.00,1.00
16500,44.50,0.50,20.50,0.50,11.00,0.71
16750,44.50,0.50,20.75,0.43,10.50,0.87
17000,44.50,0.50,20.75,0.43,12.00,0.71
17250,44.50,0.50,20.00,0.00,12.00,0.00
17500,44.75,0.43,20.00,0.00,8.67,0.94
17750,44.75,0.43,20.00,0.00,8.00,0.82
18000,45.00,0.00,19.50,0.50,9.00,0.00
18250,45.00,0.00,19.50,0.50,6.75,0.43
18500,45.00,0.00,19.25,0.43,9.50,1.80
