# Task: standing
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,44.50,0.50,5.33,4.19,15.00,1.22
250,44.50,0.50,3.33,1.70,15.00,1.00
500,44.50,0.50,3.00,1.00,16.00,0.00
750,44.50,0.50,4.33,0.94,14.67,0.47
1000,44.67,0.47,5.75,0.83,15.33,0.47
1250,44.50,0.50,8.00,2.74,16.75,1.09
1500,44.50,0.50,9.75,1.30,17.25,1.30
1750,44.75,0.43,11.25,1.30,16.00,1.00
2000,45.00,0.00,11.00,0.71,14.00,0.71
2250,45.00,0.00,7.75,1.30,13.25,1.30
2500,45.00,0.00,7.50,0.50,12.00,0.71
2750,45.00,0.00,8.00,0.82,12.00,0.00
3000,45.00,0.00,9.00,0.00,14.25,1.30
3250,45.00,0.00,4.00,1.41,15.25,0.43
3500,44.75,0.43,6.25,2.68,15.00,0.71
3750,44.75,0.43,2.00,0.00,13.00,0.82
4000,44.50,0.50,1.50,0.50,14.00,0.00
4250,44.50,0.50,5.25,0.83,13.75,1.30
4500,45.00,0.00,5.00,0.82,14.67,0.47
4750,44.75,0.43,9.00,0.82,15.25,0.43
5000,44.75,0.43,10.00,0.71,14.50,1.66
5250,44.67,0.47,9.50,0.50,16.00,0.00
5500,45.00,0.00,10.25,0.43,15.00,1.41
5750,44.75,0.43,8.67,1.25,15.00,0.71
6000,43.50,1.12,7.25,3.11,12.00,2.55
6250,41.75,0.43,16.00,1.00,12.00,2.12
6500,40.25,1.09,17.00,1.63,16.75,1.64
6750,38.75,0.83,19.25,1.30,17.25,1.64
7000,40.25,1.30,14.75,0.43,19.75,1.09
7250,42.67,0.47,13.67,0.94,19.50,0.50
7500,41.75,0.43,13.75,0.83,18.50,0.87
7750,42.00,0.00,12.25,0.43,17.75,0.43
8000,41.75,0.43,14.50,0.87,17.00,0.71
8250,37.00,1.73,15.00,0.00,18.25,0.83
8500,37.50,1.50,16.50,1.12,15.75,2.59
8750,41.25,0.83,18.50,0.50,13.75,2.28
9000,43.25,0.43,17.25,1.48,14.00,1.41
9250,42.00,0.71,14.50,2.29,9.00,4.12
9500,41.50,0.87,14.75,0.43,12.25,0.43
9750,43.00,0.71,12.50,0.50,12.00,0.71
10000,44.25,0.43,12.33,0.47,13.67,1.25
10250,44.50,0.50,13.00,0.71,16.25,0.43
10500,44.50,0.50,12.00,0.00,16.67,1.25
10750,44.00,0.63,12.00,0.00,15.75,1.09
11000,44.00,0.82,12.33,0.47,15.50,1.50
11250,45.00,0.00,12.50,0.87,18.25,0.43
11500,45.25,0.43,14.50,0.50,18.75,0.83
11750,45.50,0.50,15.00,0.00,18.50,0.50
12000,45.00,0.00,14.25,0.43,18.25,0.43
12250,45.00,0.00,14.25,0.43,18.00,0.00
12500,45.00,0.00,14.50,0.50,17.75,0.43
12750,45.00,0.00,15.00,0.00,17.50,0.50
13000,45.00,0.00,15.00,0.00,17.75,0.43
13250,45.00,0.00,15.00,0.00,17.75,0.43
13500,45.00,0.00,15.25,0.43,18.25,0.43
13750,44.50,0.87,16.25,0.83,13.25,3.03
14000,44.00,0.71,16.25,0.43,7.25,0.43
14250,43.75,0.43,15.67,0.47,8.33,1.70
14500,44.67,0.47,15.00,0.00,11.75,0.43
14750,45.00,0.00,15.75,0.43,12.50,0.87
15000,45.25,0.43,16.25,0.43,15.25,1.48
15250,45.33,0.47,16.75,0.43,17.67,0.47
