# Task: standing
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,39.50,0.50,9.00,0.00,18.00,0.00
250,39.25,0.43,11.00,1.00,17.50,0.50
500,39.25,0.43,12.00,0.00,16.50,0.50
750,39.00,0.00,11.00,0.71,16.75,0.83
1000,39.00,0.00,11.75,0.43,18.00,0.00
1250,39.00,0.00,10.00,0.82,17.00,0.82
1500,39.00,0.00,9.33,0.47,16.67,0.47
1750,39.00,0.00,9.67,0.94,16.50,0.50
2000,39.00,0.00,11.00,1.22,16.33,0.94
2250,39.00,0.00,10.25,0.43,16.25,0.83
2500,39.50,0.50,7.25,0.83,17.00,1.22
2750,39.33,0.47,7.00,0.00,17.75,0.43
3000,39.50,0.50,8.50,0.50,17.25,0.83
3250,39.25,0.43,10.00,0.71,16.75,0.43
3500,39.25,0.43,11.75,0.43,16.50,0.50
3750,39.50,0.50,12.00,0.00,17.00,1.00
4000,39.50,0.50,12.25,0.43,17.00,0.71
4250,39.50,0.50,13.00,0.00,17.50,0.50
4500,39.25,0.43,13.75,0.43,17.00,0.71
4750,39.25,0.43,14.00,0.00,17.50,0.50
5000,39.50,0.50,13.00,1.00,17.00,0.71
5250,39.50,0.50,12.25,0.43,16.50,1.12
5500,39.50,0.50,12.00,0.00,15.75,0.43
5750,39.50,0.50,10.50,1.12,15.75,0.83
6000,39.50,0.50,11.00,1.22,15.75,0.83
6250,39.50,0.50,12.00,0.00,16.75,0.83
6500,39.50,0.50,12.00,0.00,16.33,0.47
6750,39.50,0.50,11.00,1.00,15.75,0.43
7000,39.50,0.50,9.25,0.43,16.00,1.00
7250,39.67,0.47,9.00,0.00,16.33,0.94
7500,39.50,0.50,7.75,0.83,16.25,0.83
7750,39.50,0.50,7.50,0.50,16.25,0.83
8000,39.50,0.50,5.25,0.83,16.00,1.00
8250,39.33,0.47,3.00,0.00,15.75,0.83
8500,39.67,0.47,2.00,0.00,16.00,1.00
8750,39.50,0.50,3.25,1.09,16.50,1.12
9000,39.50,0.50,8.67,0.47,16.75,0.43
9250,39.50,0.50,9.00,0.00,16.50,0.50
9500,39.33,0.47,9.00,0.00,15.75,0.43
9750,39.50,0.50,9.50,0.87,15.00,0.00
10000,39.50,0.50,12.00,0.71,16.25,0.83
10250,39.50,0.50,11.67,0.47,16.00,0.82
10500,39.50,0.50,12.00,0.00,16.75,0.83
10750,39.50,0.50,12.00,0.00,16.00,1.00
11000,39.67,0.47,12.00,0.00,16.33,0.47
11250,39.50,0.50,12.25,0.43,16.50,1.12
11500,39.50,0.50,12.25,0.43,16.25,0.83
11750,39.50,0.50,12.00,0.00,16.50,0.87
12000,39.33,0.47,12.00,0.00,15.75,0.83
12250,39.50,0.50,10.50,0.50,16.25,0.83
12500,39.75,0.83,10.00,0.00,16.75,0.43
12750,39.75,0.83,9.25,0.43,16.50,0.50
13000,39.50,0.50,9.75,0.43,16.00,0.71
13250,39.50,0.50,9.50,0.87,16.00,1.00
13500,39.75,0.83,9.00,0.00,16.25,0.83
13750,40.00,1.00,9.50,0.50,16.50,0.50
14000,39.50,0.50,11.00,0.00,16.75,0.83
14250,39.50,0.50,12.00,0.00,16.67,0.94
14500,39.67,0.47,12.00,0.00,17.67,0.47
14750,39.67,0.47,14.00,0.00,18.00,0.00
15000,39.50,0.50,15.00,0.00,17.75,0.43
15250,39.33,0.47,15.00,0.00,18.50,0.50
15500,39.50,0.50,16.00,0.71,18.25,0.43
15750,39.50,0.50,16.75,0.43,17.75,0.43
16000,39.50,0.50,17.75,0.43,18.00,0.00
16250,39.50,0.50,16.25,0.43,18.25,0.43
16500,39.50,0.50,16.00,0.00,18.50,0.50
16750,39.25,0.43,16.00,0.00,18.50,0.50
17000,39.50,0.50,15.75,0.43,18.25,0.43
17250,39.50,0.50,16.75,0.43,18.25,0.43
17500,39.25,0.43,17.25,0.43,18.25,0.43
17750,39.00,0.00,17.00,0.71,18.50,0.50
18000,39.00,0.00,17.00,0.00,18.33,0.47
18250,39.00,0.00,16.00,0.00,18.50,0.50
18500,39.00,0.00,15.67,0.47,18.00,0.00
18750,39.00,0.00,15.50,0.50,18.00,0.00
19000,39.00,0.00,15.25,0.43,18.00,0.00
19250,39.33,0.47,15.00,0.00,18.33,0.47
19500,39.50,0.50,15.00,0.00,18.00,0.00
19750,39.25,0.43,15.00,0.00,18.50,0.87
20000,39.33,0.47,15.33,0.47,18.50,0.50
20250,39.25,0.43,15.75,0.83,18.00,0.00
20500,39.25,0.43,15.00,0.00,17.75,0.43
20750,39.00,0.00,16.25,0.43,18.00,0.00
21000,39.25,0.43,16.50,0.50,18.00,0.00
21250,39.00,0.00,15.50,0.50,18.33,0.47
21500,39.00,0.00,14.75,0.43,18.00,0.00
21750,39.00,0.00,13.25,1.09,18.00,0.00
22000,39.25,0.43,12.33,0.47,18.00,0.00
22250,39.25,0.43,13.00,0.71,18.00,0.00
22500,39.00,0.00,14.25,0.83,17.75,0.43
22750,39.00,0.00,15.00,0.00,18.00,0.00
23000,39.00,0.00,15.00,0.00,18.25,0.43
23250,39.00,0.00,15.00,0.00,18.00,0.00
23500,39.00,0.00,15.25,0.43,18.00,0.00
23750,39.00,0.00,15.00,0.00,17.75,0.43
24000,39.00,0.00,15.00,0.00,18.25,0.43
24250,39.00,0.00,15.25,0.43,18.00,0.00
24500,39.00,0.00,16.00,0.00,18.00,0.00
24750,39.25,0.43,15.75,0.43,18.00,0.00
25000,39.00,0.00,16.50,0.50,18.00,0.00
25250,39.00,0.00,16.00,0.00,18.00,0.00
25500,39.00,0.00,16.50,0.50,18.33,0.47
25750,38.75,0.43,14.75,1.64,18.67,0.47
26000,39.25,0.43,11.25,0.83,17.25,0.83
26250,37.00,2.83,12.50,0.50,15.25,0.43
26500,40.25,1.79,15.00,1.87,16.00,1.41
26750,38.00,1.00,17.50,0.50,17.25,1.30
27000,38.50,0.50,11.75,2.17,10.75,3.03
27250,40.75,1.30,13.25,1.79,14.75,1.09
27500,42.25,0.43,15.00,0.00,16.75,3.27
27750,42.75,0.83,13.00,0.82,21.00,0.00
28000,42.50,0.50,9.20,1.17,20.00,0.89
28250,43.00,0.71,10.50,1.12,20.75,0.43
28500,43.50,0.50,11.75,0.43,22.00,1.22
28750,43.50,0.50,11.00,0.82,23.25,0.83
29000,43.00,0.71,15.00,0.00,21.00,0.00
29250,43.50,0.50,14.00,2.12,21.00,0.00
29500,43.67,0.47,10.50,1.50,21.00,0.00
29750,43.50,0.50,10.00,0.71,21.50,0.50
30000,43.50,0.50,8.00,0.00,21.25,0.43
30250,43.33,0.47,9.00,0.00,22.00,1.00
30500,43.60,0.49,8.75,0.83,21.50,0.50
30750,43.33,0.47,3.33,0.47,21.25,0.43
31000,43.50,0.50,6.00,1.22,21.00,0.00
31250,44.00,1.00,11.00,1.22,21.00,0.00
31500,43.25,0.83,12.25,0.43,21.00,0.00
31750,43.25,0.43,12.33,0.47,20.75,0.43
32000,43.75,0.43,10.67,0.94,21.00,0.00
32250,44.67,0.47,10.50,1.12,21.33,0.47
32500,44.50,0.50,10.25,1.30,21.25,0.43
