# Task: lying
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,48.00,0.00,9.00,0.00,9.25,0.43
250,48.00,0.00,9.00,0.00,9.50,0.50
500,48.00,0.00,10.00,0.71,10.00,0.71
750,48.00,0.00,9.50,0.50,9.50,0.50
1000,48.00,0.00,10.00,0.00,10.00,1.00
1250,48.00,0.00,9.75,0.43,9.75,0.83
1500,48.00,0.00,9.25,0.43,10.00,0.71
1750,48.00,0.00,9.25,0.43,9.50,0.50
2000,48.00,0.00,9.00,0.00,9.50,0.50
2250,48.00,0.00,9.00,0.00,10.00,0.71
2500,48.00,0.00,9.00,0.00,9.75,0.43
2750,48.00,0.00,9.00,0.00,9.67,0.47
3000,48.00,0.00,8.50,0.50,9.25,0.43
3250,48.00,0.00,8.50,0.50,9.67,0.47
3500,48.25,0.43,9.00,0.00,9.25,0.43
3750,48.00,0.00,8.33,0.47,9.75,0.43
4000,48.00,0.00,9.00,0.00,9.00,0.00
4250,48.00,0.00,9.00,0.00,8.75,0.43
4500,48.00,0.00,8.75,0.43,9.00,0.00
4750,48.00,0.00,9.00,0.00,9.25,0.43
5000,48.00,0.00,9.00,0.00,9.50,0.87
5250,48.00,0.00,8.75,0.43,9.25,0.43
5500,48.00,0.00,9.00,0.00,9.25,0.43
5750,48.00,0.00,9.00,0.00,9.00,0.00
6000,48.00,0.00,9.00,0.00,9.00,0.00
6250,48.00,0.00,9.00,0.00,9.33,0.47
6500,48.00,0.00,8.25,0.43,9.25,0.43
6750,48.00,0.00,8.25,0.43,9.20,0.40
7000,48.00,0.00,8.75,0.43,9.33,0.47
7250,48.00,0.00,9.00,0.00,9.75,0.83
7500,48.00,0.00,9.00,0.00,9.00,0.00
7750,48.00,0.00,9.00,0.00,9.50,0.50
8000,48.00,0.00,9.00,0.00,9.75,0.83
8250,48.00,0.00,8.25,0.43,9.75,0.83
8500,48.00,0.00,8.25,0.43,9.25,0.43
8750,48.00,0.00,7.75,0.43,9.00,0.00
9000,48.00,0.00,8.75,0.43,9.50,0.87
9250,48.00,0.00,8.00,0.00,9.33,0.47
9500,48.00,0.00,8.00,0.00,9.25,0.43
9750,48.00,0.00,7.00,0.00,9.50,0.50
10000,48.00,0.00,7.00,1.87,10.00,1.00
10250,48.00,0.00,3.67,2.49,8.75,0.43
10500,48.00,0.00,4.33,0.94,9.00,0.00
10750,48.00,0.00,5.25,0.43,9.00,0.00
11000,48.00,0.00,4.75,0.43,8.50,0.50
11250,48.00,0.00,2.50,0.50,8.50,0.50
11500,48.00,0.00,3.00,0.82,8.33,0.47
11750,48.00,0.00,2.50,1.12,8.67,0.47
12000,48.00,0.00,4.50,2.06,7.40,0.49
12250,48.00,0.00,9.00,0.00,7.00,0.82
12500,48.25,0.43,8.75,0.43,6.50,0.50
12750,48.00,0.00,7.67,0.47,6.25,1.09
13000,48.00,0.00,9.00,0.00,7.00,0.71
13250,48.00,0.00,9.00,0.00,7.25,0.83
13500,48.00,0.00,7.25,1.30,8.00,0.82
13750,48.00,0.00,6.00,0.00,8.25,0.83
14000,48.00,0.00,8.25,0.83,9.00,0.00
14250,48.00,0.00,7.00,1.22,7.25,0.83
14500,48.00,0.00,6.00,0.00,6.25,0.43
14750,48.00,0.00,6.00,0.00,6.75,0.83
15000,48.00,0.00,5.75,0.43,6.75,0.83
15250,48.00,0.00,5.00,0.00,6.33,0.47
15500,48.00,0.00,6.25,0.43,6.67,0.94
15750,48.00,0.00,6.25,0.43,6.67,0.47
16000,48.00,0.00,6.00,0.00,6.33,0.47
16250,48.00,0.00,5.50,0.50,6.25,0.43
16500,48.00,0.00,6.33,0.47,4.75,0.83
16750,48.00,0.00,1.00,0.00,3.50,2.50
17000,48.00,0.00,5.00,2.16,7.50,0.50
17250,48.00,0.00,10.75,1.64,4.50,1.12
17500,48.00,0.00,9.00,2.00,3.00,2.16
17750,48.00,0.00,6.50,3.04,5.33,3.09
18000,48.00,0.00,8.75,2.17,8.00,0.82
18250,48.00,0.00,7.00,2.12,6.00,0.00
18500,48.00,0.00,6.50,1.50,0.00,0.00
18750,48.00,0.00,9.33,0.47,1.00,0.00
19000,48.00,0.00,9.00,0.00,5.00,0.00
19250,48.00,0.00,9.00,0.00,0.00,0.00
19500,48.00,0.00,6.75,2.77,4.00,0.00
19750,48.00,0.00,5.00,1.00,5.00,0.00
20000,48.00,0.00,7.25,1.30,3.75,0.83
20250,48.00,0.00,3.75,3.11,5.00,1.58
20500,48.00,0.00,8.75,0.43,5.75,0.43
20750,48.00,0.00,9.67,0.94,6.33,0.94
21000,48.00,0.00,11.75,0.43,8.67,0.47
21250,48.00,0.00,12.00,0.00,8.75,0.43
21500,48.00,0.00,7.50,0.87,6.75,2.28
21750,48.00,0.00,5.67,0.47,8.75,0.43
22000,48.00,0.00,4.75,1.09,8.25,0.83
22250,48.00,0.00,0.00,0.00,9.75,1.30
22500,48.00,0.00,2.00,0.00,10.50,1.12
22750,48.00,0.00,1.00,0.00,9.75,0.83
23000,48.00,0.00,0.00,0.00,7.50,0.87
23250,48.00,0.00,1.00,0.00,8.00,0.71
23500,48.00,0.00,0.00,0.00,8.67,0.47
23750,48.00,0.00,0.00,0.00,8.75,0.43
24000,48.00,0.00,5.00,1.41,11.33,0.47
24250,48.33,0.47,6.00,0.00,11.75,0.43
24500,48.00,0.00,5.75,0.43,10.75,0.83
24750,48.00,0.00,7.25,0.43,10.00,1.00
25000,48.00,0.00,7.75,0.43,10.25,1.30
25250,48.00,0.00,8.50,0.50,10.00,1.00
25500,48.00,0.00,7.75,0.43,10.50,0.50
25750,48.00,0.00,7.75,0.43,10.25,0.83
26000,48.00,0.00,8.00,0.00,10.33,0.47
26250,48.00,0.00,8.00,0.00,10.50,0.50
26500,48.00,0.00,7.50,0.50,10.00,1.00
26750,48.00,0.00,7.67,0.47,9.67,0.94
27000,48.00,0.00,6.00,0.00,10.00,1.00
27250,48.00,0.00,2.67,1.25,9.00,0.00
27500,48.00,0.00,2.75,0.43,9.00,0.00
27750,48.00,0.00,2.75,0.43,10.33,1.25
28000,48.00,0.00,4.33,0.47,10.00,0.71
28250,48.00,0.00,5.00,0.00,10.75,0.83
28500,48.00,0.00,5.25,0.43,10.50,0.50
28750,48.00,0.00,5.75,0.43,11.25,0.83
29000,48.00,0.00,5.50,0.50,11.00,1.00
29250,48.00,0.00,6.00,0.00,11.25,0.83
29500,48.00,0.00,6.00,0.00,10.00,0.82
29750,48.00,0.00,6.33,0.47,10.00,0.82
30000,48.00,0.00,7.50,0.50,9.25,0.43
30250,48.00,0.00,8.00,0.00,9.33,0.47
30500,48.00,0.00,8.00,0.00,9.00,0.00
30750,48.00,0.00,8.00,0.00,9.33,0.47
31000,48.00,0.00,8.75,0.43,9.25,0.43
31250,48.00,0.00,10.33,0.47,9.50,0.50
31500,48.00,0.00,10.00,0.71,9.00,0.00
31750,48.00,0.00,7.50,0.87,9.00,0.00
32000,48.00,0.00,8.50,0.87,8.50,0.87
32250,48.00,0.00,10.00,0.00,9.75,0.83
32500,48.00,0.00,9.33,0.47,9.67,0.94
32750,48.00,0.00,9.50,1.80,7.75,1.92
33000,48.00,0.00,9.80,2.23,1.75,0.83
33250,48.00,0.00,4.67,2.62,6.33,2.49
33500,48.00,0.00,13.00,2.24,6.67,1.70
33750,48.00,0.00,21.50,0.50,11.25,1.30
34000,48.00,0.00,23.00,0.82,12.00,1.87
34250,47.75,0.43,22.00,1.00,10.00,2.92
34500,48.00,0.00,19.25,1.92,13.00,1.00
34750,48.00,0.00,15.25,2.17,14.00,2.92
35000,44.75,2.17,21.50,2.06,20.75,3.49
35250,34.00,4.85,14.75,0.43,22.25,1.30
35500,36.00,2.55,19.00,1.63,20.00,2.16
35750,40.67,0.94,16.00,0.71,17.00,4.97
36000,43.50,1.50,14.25,1.30,4.00,3.56
36250,44.67,0.47,17.00,0.82,14.50,3.57
36500,43.00,1.58,18.33,2.49,19.67,1.25
36750,46.33,3.68,20.67,1.25,17.75,1.09
37000,51.00,0.00,10.25,5.72,15.25,0.43
37250,46.00,3.61,13.00,2.12,14.50,1.12
37500,39.75,0.83,3.33,2.62,13.75,1.30
37750,41.00,1.22,0.00,0.00,12.67,0.47
38000,43.00,1.41,5.50,0.50,14.00,2.83
38250,42.50,0.87,2.00,0.00,20.25,1.48
38500,42.00,0.00,3.67,0.47,14.75,1.48
38750,43.33,0.47,6.67,1.70,13.67,0.94
39000,43.67,0.47,12.00,0.00,11.00,1.00
39250,45.00,0.00,12.00,0.00,9.25,1.09
39500,45.00,0.00,13.67,1.25,8.00,0.00
39750,44.00,0.63,15.00,0.00,6.20,0.40
40000,43.67,0.47,15.00,0.00,6.50,0.50
40250,43.25,0.43,15.00,0.00,6.25,0.43
40500,42.00,0.00,15.00,0.00,3.33,0.47
40750,42.00,0.00,15.25,0.43,2.33,0.47
41000,42.00,0.00,15.00,0.00,4.33,0.94
41250,41.75,0.43,15.00,0.00,1.50,0.50
41500,41.50,0.50,14.75,0.43,1.67,0.47
41750,41.50,0.50,14.50,0.50,1.00,0.00
42000,41.50,0.50,14.50,0.50,2.00,0.00
42250,41.50,0.50,14.75,0.43,0.00,0.00
42500,41.50,0.50,14.00,0.00,1.00,0.00
42750,41.50,0.50,14.00,0.00,1.00,0.00
43000,41.50,0.50,13.25,0.43,1.00,0.00
43250,41.50,0.50,13.67,0.47,1.00,0.00
43500,41.67,0.47,14.50,0.50,0.00,0.00
43750,41.00,1.00,14.00,1.22,1.67,0.47
44000,41.25,0.83,12.00,0.00,2.75,1.48
44250,41.50,0.50,13.25,0.83,2.50,0.50
44500,41.33,0.47,13.00,0.00,2.00,0.00
44750,41.00,0.71,13.50,0.50,1.50,0.50
45000,41.25,0.83,13.25,0.83,1.75,1.30
45250,41.25,0.83,12.33,0.47,6.00,0.00
45500,40.50,0.50,12.40,0.80,5.25,2.38
45750,40.50,0.50,13.25,1.09,5.00,1.41
46000,40.50,0.50,12.00,1.41,5.00,0.00
46250,40.75,0.83,12.50,0.87,1.00,0.00
46500,40.50,0.50,11.25,0.83,5.50,0.50
46750,40.50,0.50,9.25,1.09,4.50,0.50
47000,41.00,0.82,12.00,0.00,0.00,0.00
47250,40.67,0.47,12.00,0.00,1.00,0.00
47500,40.75,0.83,12.25,0.43,2.00,0.00
47750,40.50,0.50,12.25,0.43,2.33,1.25
48000,40.50,0.50,12.00,0.00,4.00,0.00
48250,40.50,0.50,12.25,0.43,4.75,1.09
48500,40.50,0.50,13.67,0.47,5.33,0.47
48750,40.50,0.50,13.00,0.71,3.33,0.47
49000,40.50,0.50,12.00,0.00,2.00,0.00
49250,40.33,0.47,12.33,0.47,1.00,0.00
49500,40.67,0.47,12.00,0.00,1.00,0.00
49750,40.50,0.50,12.25,0.43,0.00,0.00
50000,40.33,0.47,12.00,0.00,4.33,0.47
50250,40.50,0.50,11.50,0.50,4.33,0.47
50500,40.50,0.50,11.00,1.00,3.00,1.87
50750,40.50,0.50,12.50,0.87,8.33,0.47
51000,40.50,0.50,12.00,0.00,6.50,1.12
51250,40.50,0.50,12.00,0.00,5.75,2.95
51500,40.50,0.50,12.00,0.00,1.25,0.43
51750,40.50,0.50,12.00,0.00,3.00,2.00
52000,40.25,0.83,11.50,0.87,4.00,0.82
