# Task: lying
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,39.67,0.47,6.00,0.82,16.00,1.00
250,39.50,0.50,4.50,1.12,17.75,0.43
500,39.67,0.47,4.50,1.12,18.33,0.47
750,39.50,0.50,4.50,2.06,17.50,0.50
1000,39.33,0.47,5.33,0.47,17.00,0.71
1250,39.50,0.50,5.00,2.00,15.00,0.00
1500,39.67,0.47,4.67,2.62,16.67,1.25
1750,39.67,0.47,7.50,1.80,16.67,1.25
2000,39.25,0.43,9.00,0.00,17.00,0.71
2250,39.50,0.50,8.00,0.82,14.75,0.43
2500,39.33,0.47,6.50,3.04,16.33,1.25
2750,39.25,0.43,8.00,0.82,15.33,0.47
3000,39.67,0.47,6.50,1.12,17.00,1.41
3250,39.50,0.50,3.50,0.50,16.00,1.00
3500,39.50,0.50,4.50,2.50,14.33,0.94
3750,39.25,0.43,4.33,1.25,16.25,1.64
4000,39.00,0.00,2.00,0.00,18.25,1.09
4250,39.50,0.50,4.50,1.50,16.50,0.87
4500,39.25,0.43,4.75,1.79,17.00,1.22
4750,39.67,0.47,1.67,0.94,15.67,1.25
5000,39.50,0.50,3.00,0.00,15.50,2.29
5250,39.50,0.50,8.75,0.83,12.50,1.12
5500,39.50,0.50,4.67,3.30,13.75,1.09
5750,39.25,0.43,6.00,3.27,11.25,0.43
6000,39.25,0.43,13.67,1.25,8.33,0.94
6250,39.50,0.50,13.67,0.94,9.50,0.50
6500,39.33,0.47,14.75,0.43,5.00,1.00
6750,40.67,1.25,13.33,1.25,5.67,1.70
7000,41.75,0.43,12.00,0.00,7.25,0.43
7250,47.50,4.33,12.75,1.30,9.75,1.48
7500,56.25,0.83,18.25,0.83,13.50,1.50
7750,51.75,2.17,15.67,3.30,12.33,1.89
8000,52.25,1.92,16.75,2.28,13.00,3.32
8250,53.75,0.43,16.00,0.71,11.00,2.74
8500,53.00,0.71,13.25,1.09,12.75,0.83
8750,54.00,0.00,17.75,0.43,10.25,2.05
9000,53.33,0.47,14.00,2.74,6.67,2.49
9250,50.67,0.47,11.33,0.94,6.75,4.02
9500,49.75,1.09,11.50,2.69,5.50,0.50
9750,46.25,1.09,9.00,5.72,9.75,3.56
10000,44.75,0.43,10.75,3.27,13.75,0.83
10250,48.00,0.00,8.50,3.84,6.75,3.96
10500,47.00,0.71,15.00,0.00,10.25,2.05
10750,45.75,0.83,12.50,0.87,10.75,1.09
11000,45.50,0.50,10.33,1.70,9.25,1.79
11250,45.00,0.00,5.33,2.49,11.67,1.25
11500,45.25,0.43,2.00,1.00,12.67,0.47
11750,45.00,0.00,1.00,0.00,11.75,0.43
12000,45.00,0.00,2.75,1.48,11.00,1.22
12250,44.75,0.43,8.00,1.41,11.00,0.82
12500,44.50,0.50,9.50,0.50,9.75,0.43
12750,43.00,0.71,9.00,0.00,9.25,0.43
13000,42.67,0.47,8.75,0.43,11.33,0.47
13250,42.33,0.47,7.67,0.47,11.75,1.09
13500,42.00,0.00,9.00,0.00,12.50,0.50
13750,42.00,0.00,9.00,0.00,13.00,1.00
14000,42.50,0.50,9.25,0.43,14.00,1.00
14250,42.50,0.50,9.00,0.00,14.33,0.47
14500,42.25,0.43,9.75,0.43,14.25,0.83
14750,42.00,0.00,10.00,0.00,14.00,0.71
15000,42.25,0.43,9.75,0.83,13.50,1.12
15250,42.50,0.50,9.33,0.47,12.33,0.47
15500,42.67,0.47,9.50,0.50,12.00,0.00
15750,42.20,0.40,6.50,0.87,11.80,0.40
16000,42.00,0.00,6.00,0.82,12.33,0.47
16250,42.00,0.00,6.33,0.47,12.00,0.00
16500,42.25,0.43,8.75,0.43,13.25,0.83
16750,42.00,0.00,9.00,0.00,12.50,0.50
17000,42.25,0.43,9.00,0.00,12.00,0.00
17250,42.25,0.43,9.00,0.00,12.00,0.00
17500,42.50,0.50,8.25,0.43,11.25,0.83
17750,42.00,0.00,7.50,0.50,11.00,1.00
18000,42.00,0.00,8.50,0.50,12.00,0.00
18250,42.00,0.00,9.00,0.00,12.00,0.00
18500,42.00,0.00,9.33,0.47,12.00,0.00
18750,42.00,0.00,8.25,0.83,12.25,0.43
19000,42.00,0.00,5.33,1.70,12.67,0.94
19250,42.40,0.49,4.40,2.33,12.00,0.00
19500,42.00,0.00,9.00,0.71,12.25,0.43
19750,42.25,0.43,8.75,2.77,11.50,1.50
20000,42.00,0.00,7.33,1.25,11.75,1.79
20250,42.25,0.43,10.75,1.09,7.25,3.03
20500,42.50,0.50,8.50,1.12,8.25,2.59
20750,42.25,0.43,9.50,0.87,9.00,3.00
21000,42.25,0.43,8.50,1.50,12.00,0.00
21250,42.00,0.00,4.00,1.00,10.67,1.25
21500,42.50,0.50,1.00,0.00,11.75,0.43
21750,42.00,0.00,0.00,0.00,12.75,0.83
22000,42.00,0.00,3.50,1.50,12.00,0.00
22250,42.00,0.00,4.00,1.58,12.25,0.43
22500,42.50,0.50,4.33,0.94,12.50,0.50
22750,42.00,0.00,3.00,0.00,11.25,1.30
23000,42.00,0.00,1.50,0.50,8.67,0.47
23250,42.00,0.00,3.75,1.30,8.75,1.09
23500,42.00,0.00,3.00,0.00,6.50,4.50
23750,42.25,0.43,5.33,0.94,11.50,0.87
24000,42.33,0.47,3.67,0.47,11.50,0.50
24250,42.25,0.43,2.67,1.25,10.75,0.43
24500,42.25,0.43,2.00,0.00,12.00,1.41
24750,42.25,0.43,5.33,0.94,12.75,0.83
25000,42.25,0.43,4.33,1.25,12.50,0.87
25250,42.25,0.43,0.00,0.00,12.50,1.12
25500,42.00,0.00,0.00,0.00,13.00,1.22
25750,42.50,0.50,4.50,0.50,10.75,1.30
26000,42.00,0.00,2.33,0.47,9.00,0.00
26250,42.50,0.50,0.00,0.00,9.33,0.47
26500,42.00,0.00,0.00,0.00,10.00,0.82
26750,42.00,0.00,0.00,0.00,9.75,0.43
27000,42.00,0.00,0.00,0.00,10.50,1.12
27250,42.25,0.43,0.00,0.00,11.00,1.58
27500,42.25,0.43,1.33,0.47,10.33,0.94
27750,42.00,0.00,5.00,1.63,10.67,0.47
28000,42.00,0.00,5.00,2.16,12.67,0.94
28250,42.25,0.43,2.50,0.50,13.50,0.50
28500,42.00,0.00,1.00,0.00,13.00,1.22
28750,42.25,0.43,0.00,0.00,13.25,1.30
29000,42.00,0.00,2.00,0.00,13.00,1.22
29250,42.25,0.43,0.00,0.00,11.75,0.43
29500,42.25,0.43,1.00,0.00,12.33,0.47
29750,42.25,0.43,3.25,0.43,13.25,1.30
30000,42.25,0.43,6.00,0.82,13.33,1.25
30250,42.00,0.00,6.50,1.50,12.67,0.47
30500,42.20,0.40,4.25,1.48,10.75,2.28
30750,42.67,0.47,5.25,2.59,13.33,3.09
31000,42.00,0.00,3.00,0.00,10.00,1.41
31250,42.25,0.43,6.67,1.25,11.67,0.47
31500,42.25,0.43,6.67,1.25,11.67,0.47
31750,42.42,0.49,8.08,3.99,7.27,2.18
32000,42.42,0.49,8.08,3.99,7.27,2.18
32250,42.25,0.43,5.33,1.25,6.25,1.92
32500,42.25,0.43,4.50,1.12,6.50,2.29
32750,42.50,0.50,8.00,4.18,3.75,2.49
33000,42.25,0.43,8.00,0.00,7.00,0.00
33250,42.33,0.47,8.67,0.47,5.67,2.62
33500,42.25,0.43,4.50,2.69,3.00,2.45
33750,42.33,0.47,7.50,1.50,2.67,1.70
34000,42.00,0.00,4.75,2.05,1.50,0.50
34250,42.25,0.43,7.00,1.63,1.00,0.00
34500,42.50,0.50,4.33,1.70,0.00,0.00
34750,42.50,0.50,3.00,0.82,1.00,0.00
35000,42.33,0.47,7.00,1.00,3.50,0.50
35250,42.50,0.50,6.00,0.00,1.00,0.00
35500,42.50,0.50,4.50,1.50,3.00,2.00
35750,42.50,0.50,4.67,1.25,4.33,1.70
36000,42.50,0.50,2.50,1.50,8.00,1.41
36250,42.25,0.43,4.50,1.50,9.25,0.83
36500,42.00,0.00,6.50,0.50,12.00,0.00
36750,42.33,0.47,7.25,1.30,9.67,0.94
37000,42.00,0.00,4.50,1.12,9.67,0.47
37250,42.50,0.50,4.33,0.47,9.50,0.50
37500,42.50,0.50,5.00,0.71,10.00,0.82
37750,42.33,0.47,4.33,0.47,9.25,0.43
38000,42.25,0.43,4.67,0.47,9.00,0.00
38250,42.00,0.00,4.75,0.43,9.00,0.00
38500,42.50,0.50,4.25,0.43,9.75,0.83
38750,42.50,0.50,5.00,0.00,10.00,1.00
39000,42.50,0.50,5.00,0.71,10.50,1.12
39250,42.50,0.50,4.75,0.43,9.33,0.47
39500,42.50,0.50,5.00,0.00,10.50,1.12
39750,42.50,0.50,4.00,0.82,9.75,0.43
40000,42.50,0.50,3.00,0.82,10.00,1.00
40250,42.50,0.50,2.67,0.94,10.50,0.50
40500,42.67,0.47,3.00,0.71,10.00,0.82
40750,42.50,0.50,4.00,0.00,11.25,0.83
41000,42.25,0.43,5.50,0.50,11.00,0.00
41250,42.25,0.43,5.00,0.00,12.00,0.71
41500,42.00,0.00,4.33,0.94,11.50,0.50
41750,42.50,0.50,4.75,0.43,11.75,0.43
42000,42.00,0.00,4.75,0.43,11.75,0.43
42250,42.50,0.50,4.50,0.50,11.75,0.43
42500,42.00,0.00,5.75,0.43,11.67,0.47
42750,42.00,0.00,5.00,0.71,11.67,0.47
43000,42.00,0.00,5.33,0.47,11.67,0.47
43250,42.50,0.50,5.00,0.82,12.00,0.00
43500,42.25,0.43,3.50,0.87,12.00,0.00
43750,42.00,0.00,4.25,1.30,11.75,0.43
44000,42.00,0.00,6.25,0.83,11.33,0.47
44250,42.25,0.43,5.00,0.71,10.75,0.83
44500,42.50,0.50,6.00,1.22,11.25,0.43
44750,42.25,0.43,6.75,0.43,12.00,0.00
45000,42.33,0.47,4.50,0.50,12.00,0.00
45250,42.00,0.00,5.67,0.47,11.25,0.43
45500,42.00,0.00,4.25,1.64,11.50,0.50
45750,42.25,0.43,5.50,3.64,11.00,1.22
46000,42.25,0.43,6.33,2.05,11.75,0.43
46250,42.00,0.00,5.75,2.49,12.00,0.00
46500,42.00,0.00,5.00,4.32,11.75,0.43
46750,42.25,0.43,6.00,2.45,11.50,0.50
47000,42.25,0.43,5.33,2.62,12.20,0.40
47250,42.25,0.43,6.00,2.83,12.00,0.00
47500,42.00,0.00,7.33,2.36,12.00,0.00
47750,42.25,0.43,2.67,1.70,11.75,0.43
48000,42.00,0.00,2.00,0.00,12.00,0.00
48250,42.25,0.43,2.67,0.94,12.50,0.50
48500,42.25,0.43,5.00,1.41,12.00,0.00
48750,42.00,0.00,5.50,0.50,11.50,0.87
49000,42.00,0.00,7.33,1.25,12.25,0.43
49250,42.00,0.00,8.75,0.43,12.00,0.00
49500,42.25,0.43,8.75,0.43,12.00,0.00
49750,42.00,0.00,8.50,0.50,12.25,0.43
50000,42.00,0.00,8.50,0.50,12.00,0.00
50250,42.25,0.43,9.00,0.00,12.00,0.00
50500,42.50,0.50,9.00,0.00,12.00,0.00
50750,42.50,0.50,9.00,0.00,12.00,0.00
51000,42.00,0.00,8.75,0.43,12.00,0.00
51250,42.00,0.00,8.50,0.50,12.00,0.00
51500,42.25,0.43,8.00,0.00,12.00,0.00
51750,42.33,0.47,7.33,0.47,11.50,0.50
52000,42.25,0.43,6.75,0.43,11.50,0.50
52250,42.00,0.00,6.67,0.47,11.75,0.43
52500,42.00,0.00,8.50,0.87,11.75,0.43
52750,42.25,0.43,8.00,0.71,11.33,0.47
53000,42.50,0.50,7.50,0.50,11.00,1.22
53250,42.00,0.00,3.33,0.47,11.50,0.50
53500,42.25,0.43,5.67,2.05,11.25,0.43
53750,42.00,0.00,7.75,1.09,11.25,0.83
54000,42.25,0.43,7.67,0.47,11.00,0.82
54250,42.25,0.43,6.33,0.47,10.33,0.47
54500,42.00,0.00,4.75,0.43,10.00,0.82
54750,42.00,0.00,4.75,1.30,11.25,0.83
55000,42.67,0.47,7.50,1.12,12.00,0.00
55250,42.00,0.00,7.50,1.50,12.00,0.00
55500,42.25,0.43,7.25,0.43,12.00,0.00
55750,42.00,0.00,6.67,0.47,12.00,0.00
56000,42.00,0.00,7.67,0.94,12.33,0.47
56250,42.00,0.00,10.00,0.71,11.75,0.43
56500,43.25,1.30,10.00,0.71,10.00,1.87
56750,42.75,1.48,10.00,1.87,10.25,5.26
57000,45.00,0.71,12.00,0.71,8.50,5.72
57250,50.25,1.30,11.25,1.30,14.75,1.79
57500,51.00,0.00,12.33,0.47,13.67,0.94
57750,51.25,0.43,13.00,0.82,16.00,0.82
58000,52.25,0.43,12.00,0.00,16.75,1.09
58250,53.50,0.50,13.50,0.87,16.75,0.83
58500,54.00,0.00,13.00,0.82,17.75,0.43
58750,54.00,0.00,12.00,0.00,18.00,0.00
59000,54.00,0.00,12.25,0.43,18.33,0.47
59250,54.00,0.00,12.25,0.43,18.75,0.83
59500,54.00,0.00,12.50,0.50,20.25,0.83
59750,54.00,0.00,12.00,0.00,20.00,0.71
60000,54.00,0.00,12.00,0.00,19.25,0.43
60250,48.00,8.49,12.33,0.47,18.75,0.43
60500,54.00,0.00,13.25,1.09,18.50,0.87
60750,54.00,0.00,13.25,1.09,19.75,0.83
61000,54.00,0.00,12.75,0.83,20.50,0.50
61250,54.00,0.00,14.50,0.50,20.25,0.43
61500,54.00,0.00,14.50,0.50,19.50,0.87
61750,54.00,0.00,13.50,0.50,19.25,0.83
62000,54.00,0.00,14.75,0.43,20.00,0.71
62250,54.00,0.00,15.00,0.00,20.50,0.50
62500,54.00,0.00,14.75,0.43,20.25,0.43
62750,54.00,0.00,14.33,0.47,20.33,0.47
63000,54.00,0.00,14.00,0.00,20.50,0.50
63250,54.00,0.00,14.00,1.00,20.50,0.50
63500,54.00,0.00,14.75,0.43,20.67,0.47
63750,54.00,0.00,14.50,0.50,20.67,0.47
64000,54.00,0.00,14.25,0.83,20.75,0.43
64250,54.00,0.00,13.33,0.47,20.75,0.43
64500,54.00,0.00,12.75,0.43,20.50,0.50
64750,54.00,0.00,13.50,0.50,20.50,0.50
65000,54.00,0.00,13.50,0.87,20.50,0.50
65250,54.00,0.00,14.00,0.71,20.50,0.50
65500,54.00,0.00,13.50,0.50,20.50,0.50
65750,54.00,0.00,14.00,1.00,21.00,0.00
66000,54.00,0.00,14.67,0.47,20.67,0.47
66250,54.00,0.00,14.00,1.00,20.75,0.43
66500,54.00,0.00,12.75,0.43,20.67,0.47
66750,54.00,0.00,13.25,0.43,20.75,0.43
67000,54.00,0.00,13.50,0.50,20.50,0.50
67250,54.00,0.00,14.33,0.94,20.50,0.50
67500,54.00,0.00,14.25,0.83,20.50,0.50
67750,54.00,0.00,14.25,0.43,20.50,0.50
68000,54.00,0.00,14.50,0.50,21.00,0.00
68250,54.00,0.00,13.50,0.50,20.75,0.43
68500,54.00,0.00,13.00,0.00,20.67,0.47
68750,54.00,0.00,14.25,0.83,20.50,0.50
69000,54.00,0.00,14.00,0.82,20.33,0.47
69250,54.00,0.00,13.00,0.00,20.50,0.50
69500,54.00,0.00,13.50,0.50,20.75,0.43
69750,54.00,0.00,14.50,0.50,21.00,0.00
70000,54.00,0.00,14.50,0.50,20.67,0.47
70250,54.00,0.00,14.50,0.50,20.50,0.50
70500,54.00,0.00,14.50,0.50,20.50,0.50
70750,54.00,0.00,14.25,0.43,20.75,0.43
71000,54.00,0.00,13.67,0.94,20.50,0.50
71250,54.00,0.00,13.50,0.87,20.50,0.50
71500,54.00,0.00,14.00,1.22,21.00,0.00
71750,54.00,0.00,13.25,0.83,20.25,0.43
72000,54.00,0.00,13.25,0.43,18.75,0.43
72250,54.00,0.00,12.75,0.43,18.50,0.50
72500,54.00,0.00,12.33,0.47,18.00,0.00
72750,54.00,0.00,12.50,0.50,18.25,0.43
73000,54.00,0.00,12.50,0.50,18.50,0.50
73250,54.00,0.00,12.50,0.50,18.25,0.43
73500,54.00,0.00,12.75,0.43,18.33,0.47
73750,54.00,0.00,13.00,0.00,18.50,0.50
74000,54.00,0.00,13.00,0.71,18.50,0.50
74250,54.00,0.00,13.25,0.43,18.67,0.47
74500,54.00,0.00,12.50,0.50,18.25,0.43
74750,54.00,0.00,12.67,0.47,18.75,0.43
75000,54.00,0.00,12.25,0.43,18.50,0.50
75250,54.00,0.00,13.00,1.00,18.00,0.00
75500,54.00,0.00,13.75,0.83,18.50,0.50
75750,54.00,0.00,12.75,0.43,18.75,0.83
76000,54.00,0.00,13.33,0.94,19.33,0.47
76250,54.00,0.00,13.20,0.40,19.20,0.75
76500,54.00,0.00,12.75,0.83,18.50,0.50
76750,54.00,0.00,13.00,0.00,18.75,0.43
77000,54.00,0.00,13.33,1.25,19.00,0.82
77250,54.00,0.00,14.50,0.50,18.50,0.50
77500,54.00,0.00,12.50,0.50,18.00,0.00
77750,54.00,0.00,14.25,0.43,18.67,0.47
78000,54.00,0.00,13.33,1.25,18.75,0.83
78250,54.00,0.00,14.00,0.71,18.50,0.50
78500,54.00,0.00,12.75,0.83,18.00,0.00
78750,54.00,0.00,12.50,0.87,18.75,0.83
79000,54.00,0.00,13.50,0.50,19.50,0.50
79250,54.00,0.00,13.75,0.43,20.00,0.71
79500,54.00,0.00,13.75,0.43,19.25,0.43
79750,54.00,0.00,13.75,0.83,19.25,0.83
80000,54.00,0.00,13.25,0.43,19.50,0.50
80250,54.00,0.00,14.00,0.00,20.00,0.82
80500,54.00,0.00,12.80,1.17,20.60,0.49
80750,54.00,0.00,12.50,0.87,18.50,0.50
81000,54.00,0.00,13.00,0.00,16.00,1.00
81250,54.00,0.00,12.25,0.43,14.00,1.22
81500,54.00,0.00,10.50,1.12,15.00,0.00
81750,54.00,0.00,10.25,0.83,14.25,1.30
82000,54.00,0.00,11.75,0.43,14.00,1.22
82250,54.00,0.00,11.00,0.00,15.25,0.43
82500,54.00,0.00,11.25,0.83,14.50,0.50
82750,54.00,0.00,12.00,0.00,13.50,0.87
83000,54.00,0.00,12.00,0.00,13.75,1.09
83250,54.00,0.00,11.50,0.87,13.25,1.30
83500,54.00,0.00,10.75,2.17,12.25,0.43
83750,54.00,0.00,12.00,0.00,13.25,1.30
84000,54.00,0.00,11.50,0.50,14.50,1.12
84250,54.00,0.00,12.25,0.43,14.75,0.83
84500,54.00,0.00,12.00,0.00,14.67,0.47
84750,54.00,0.00,9.75,0.43,13.50,1.50
85000,54.00,0.00,11.00,1.00,13.67,0.47
85250,54.00,0.00,11.25,0.83,13.67,0.47
85500,54.00,0.00,12.00,0.00,15.50,1.66
85750,54.00,0.00,12.00,0.00,16.00,0.71
86000,54.00,0.00,12.00,0.00,15.50,0.50
86250,54.00,0.00,11.67,0.47,15.25,0.43
86500,54.00,0.00,12.00,0.00,16.00,0.71
86750,54.00,0.00,13.33,1.25,16.00,1.00
87000,54.00,0.00,10.33,2.36,15.50,0.87
87250,54.00,0.00,11.25,0.43,17.75,0.43
87500,54.00,0.00,12.00,0.00,15.50,0.87
87750,54.00,0.00,12.00,0.00,16.67,1.25
88000,54.00,0.00,10.75,1.30,14.67,0.47
88250,54.00,0.00,11.00,0.71,13.75,0.83
88500,54.00,0.00,12.00,0.71,14.50,1.12
88750,54.00,0.00,12.00,0.00,16.00,0.71
89000,54.00,0.00,12.00,0.00,16.00,0.71
89250,54.00,0.00,11.00,0.00,15.75,0.83
89500,54.00,0.00,10.00,1.00,15.50,0.87
89750,54.00,0.00,11.75,0.43,15.75,0.83
90000,54.00,0.00,12.00,0.00,15.75,0.43
90250,54.00,0.00,10.00,0.82,14.75,1.09
90500,54.00,0.00,10.50,0.87,17.50,0.87
90750,54.00,0.00,11.25,0.43,17.75,0.43
91000,54.00,0.00,11.33,0.94,18.00,0.00
91250,54.00,0.00,11.33,0.94,18.33,0.47
91500,54.00,0.00,12.00,0.00,18.00,0.00
91750,54.00,0.00,9.75,0.83,16.25,0.83
92000,54.00,0.00,10.75,1.09,17.00,1.22
92250,54.00,0.00,13.33,0.47,17.25,0.43
92500,54.00,0.00,12.25,0.43,16.75,0.43
92750,54.00,0.00,13.00,0.71,16.00,0.71
93000,54.00,0.00,12.50,0.50,15.75,0.83
93250,54.00,0.00,12.75,0.83,15.50,0.50
93500,54.00,0.00,13.25,0.43,16.50,1.12
93750,54.00,0.00,12.75,0.43,17.25,0.83
94000,54.00,0.00,12.25,0.43,17.75,0.43
94250,54.00,0.00,12.67,0.47,18.00,0.00
94500,54.00,0.00,13.50,0.87,17.75,0.43
94750,54.00,0.00,12.50,0.50,18.00,0.00
95000,54.00,0.00,12.50,0.50,18.00,0.00
95250,54.00,0.00,12.75,0.43,18.00,0.00
95500,54.00,0.00,12.33,0.47,18.50,0.50
95750,54.00,0.00,12.00,0.00,18.00,0.00
96000,54.00,0.00,12.00,0.00,18.00,0.00
96250,54.00,0.00,12.50,0.87,18.25,0.43
96500,54.00,0.00,13.25,0.83,18.25,0.43
96750,54.00,0.00,12.00,0.00,18.25,0.43
97000,54.00,0.00,12.50,0.87,18.25,0.43
97250,54.00,0.00,12.75,0.43,18.25,0.43
97500,54.00,0.00,13.00,0.00,18.33,0.47
97750,54.00,0.00,12.50,0.87,19.00,0.00
98000,54.00,0.00,12.75,0.83,18.25,0.43
98250,54.00,0.00,12.75,0.83,18.25,0.43
98500,54.00,0.00,12.25,0.43,18.00,0.00
98750,54.00,0.00,12.00,0.00,18.00,0.00
99000,54.00,0.00,12.00,0.00,18.00,0.00
99250,54.00,0.00,12.00,0.00,18.00,0.00
99500,54.00,0.00,12.50,0.87,18.00,0.00
99750,54.00,0.00,12.25,0.43,17.75,0.43
100000,54.00,0.00,12.00,0.00,18.00,0.00
100250,54.00,0.00,13.50,1.12,17.75,0.43
100500,54.00,0.00,13.25,0.83,16.50,0.50
100750,54.00,0.00,13.00,0.82,16.67,0.47
101000,54.00,0.00,12.00,0.00,17.67,0.47
101250,54.00,0.00,12.00,0.00,16.50,1.12
101500,54.00,0.00,12.25,0.43,17.25,0.83
