# Task: lying
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,29.00,0.00,2.75,0.43,10.20,0.75
250,29.33,0.47,2.50,0.50,10.33,0.94
500,29.00,0.00,1.50,0.50,10.25,0.43
750,29.25,0.43,1.50,0.50,10.25,0.83
1000,29.00,0.00,1.00,0.00,10.50,1.12
1250,29.50,0.50,2.33,0.47,10.25,0.83
1500,29.00,0.00,4.33,0.47,9.50,0.50
1750,29.00,0.00,4.00,0.00,9.50,0.50
2000,29.00,0.00,4.50,0.50,9.50,0.50
2250,29.00,0.00,5.00,0.71,10.50,0.87
2500,29.00,0.00,4.00,0.82,9.50,0.50
2750,29.00,0.00,5.00,0.82,9.25,0.43
3000,29.00,0.00,6.00,0.00,11.00,0.82
3250,29.00,0.00,6.75,0.43,12.00,0.00
3500,29.25,0.43,6.33,0.47,12.00,0.00
3750,29.33,0.47,6.00,0.00,12.00,0.00
4000,29.00,0.00,6.00,0.00,12.00,0.00
4250,29.00,0.00,6.00,0.00,12.00,0.00
4500,29.00,0.00,6.50,0.50,11.75,0.43
4750,29.00,0.00,6.67,0.47,11.75,0.43
5000,29.00,0.00,6.00,0.00,11.75,0.43
5250,29.00,0.00,6.00,0.00,12.00,0.00
5500,29.00,0.00,6.00,0.00,11.50,0.50
5750,29.00,0.00,5.75,0.43,11.60,0.49
6000,29.25,0.43,6.50,0.87,11.25,0.83
6250,29.33,0.47,6.00,0.00,11.67,0.47
6500,29.25,0.43,5.25,0.43,11.50,0.50
6750,30.00,0.00,6.00,0.00,11.50,0.50
7000,29.00,0.00,6.25,0.43,11.75,0.43
7250,29.00,0.00,6.00,0.00,11.75,0.43
7500,29.00,0.00,6.75,0.43,12.00,0.00
7750,29.50,0.50,7.00,0.00,12.00,0.00
8000,29.25,0.43,7.33,0.47,12.00,0.00
8250,29.00,0.00,7.50,0.50,11.75,0.43
8500,29.00,0.00,6.75,0.43,12.00,0.00
