# Task: lying
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,39.50,0.50,4.33,1.25,12.00,0.00
250,39.50,0.50,7.00,0.00,12.33,0.47
500,39.50,0.50,6.33,2.49,11.75,0.43
750,39.67,0.47,8.75,1.30,12.67,0.47
1000,39.50,0.50,5.00,0.71,11.75,0.43
1250,39.50,0.50,7.50,1.66,11.50,0.50
1500,39.67,0.47,6.25,2.38,9.00,0.00
1750,39.33,0.47,6.33,0.47,9.00,1.87
2000,39.33,0.47,7.33,2.62,11.00,0.71
2250,39.50,0.50,11.00,1.22,11.00,1.00
2500,39.50,0.50,8.00,0.71,10.00,1.22
2750,39.50,0.50,9.25,0.43,7.75,0.43
3000,39.50,0.50,6.67,0.47,8.67,0.47
3250,39.33,0.47,5.00,1.00,9.33,0.47
3500,39.50,0.50,3.75,0.83,10.50,0.50
3750,40.00,1.00,2.33,0.47,10.00,0.82
4000,39.50,0.50,5.00,0.00,9.67,0.47
4250,40.00,0.00,5.75,0.43,10.00,0.00
4500,39.33,0.47,5.00,0.00,9.50,0.50
4750,39.50,0.50,5.25,0.43,9.50,0.50
5000,39.33,0.47,6.00,0.00,9.50,0.50
5250,39.50,0.50,6.00,0.00,8.75,0.43
5500,39.50,0.50,6.25,0.43,8.50,0.50
5750,39.75,0.43,6.25,0.43,8.25,0.43
6000,39.50,0.50,7.25,0.43,8.25,0.43
6250,39.50,0.50,8.00,0.00,8.50,0.50
6500,39.50,0.50,6.75,0.83,8.50,0.50
6750,39.50,0.50,6.00,0.00,8.75,0.43
7000,39.50,0.50,6.25,0.43,8.50,0.50
7250,39.50,0.50,6.75,0.43,8.50,0.50
7500,39.33,0.47,6.67,0.47,8.50,0.50
7750,39.75,0.43,7.00,0.00,8.50,0.50
8000,39.75,0.43,7.00,0.00,8.50,0.50
8250,39.67,0.47,8.33,0.47,8.50,0.50
8500,39.40,0.49,7.60,0.49,8.50,0.76
8750,39.50,0.50,5.75,0.83,11.00,1.22
9000,39.50,0.50,4.00,0.00,11.67,0.47
9250,39.50,0.50,4.75,0.43,12.00,0.00
9500,39.67,0.47,5.00,0.00,12.00,0.00
9750,39.50,0.50,5.25,0.83,11.50,0.50
10000,39.50,0.50,5.50,0.50,11.50,0.50
10250,39.67,0.47,5.25,0.83,11.33,0.47
10500,39.50,0.50,6.50,0.87,10.00,1.00
10750,39.33,0.47,4.00,0.00,10.00,0.00
11000,39.50,0.50,5.75,0.43,9.50,0.87
11250,39.50,0.50,3.75,0.83,9.50,1.12
11500,39.50,0.50,2.75,0.43,9.50,0.50
11750,39.50,0.50,2.00,0.00,9.00,0.00
12000,39.50,0.50,1.25,0.43,9.00,0.00
12250,39.67,0.47,2.75,0.83,10.00,0.82
12500,39.33,0.47,6.50,0.50,9.67,0.47
12750,39.50,0.50,7.75,0.43,9.25,0.43
13000,39.50,0.50,7.50,0.50,9.25,0.83
13250,39.50,0.50,6.25,0.43,9.75,0.43
13500,39.50,0.50,6.50,0.50,10.75,0.43
13750,39.67,0.47,5.50,0.50,11.67,0.47
14000,39.50,0.50,5.25,0.43,11.00,1.00
14250,39.67,0.47,5.50,0.50,11.67,0.47
14500,39.50,0.50,6.00,0.00,11.50,0.50
14750,39.00,0.00,6.00,0.00,11.25,0.43
15000,39.50,0.50,6.50,0.50,11.00,1.00
15250,40.00,0.00,6.67,0.47,11.50,0.50
